5071970,* MOFid-v1.NA.NA;5071970,
5072137,N=NC(=CC(=O)[O-])C=CC(=O)[O-].N=NC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42)N=N)C#CC(=O)[O-])N=N.N=NN=C(N=N)C=N.[Cu][Cu] MOFid-v1.pcu.cat0;5072137,Cu.BMYKMDPABTZEKN.WGTFKIFOICRRKB.YAWKFEJUVZFBBE.MOFkey-v1.pcu
5072138,N#CC12C3C4C2C2(C1C3C42C#N)N=N.N=NC(=CC(=O)[O-])C=CC(=O)[O-].N=NC1=C(C(=O)[O-])N(N(C(=C1)C(=O)[O-])[NH])[NH].[Cu][Cu] MOFid-v1.pcu.cat0;5072138,Cu.DCPPNVKHQYYTPX.WGTFKIFOICRRKB.ZZOJBEFAAWADMO.MOFkey-v1.pcu
5072139,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-] MOFid-v1.pcu.cat0;5072139,Cu.KYMVBVBRCRFHIE.VPNHZAKITSXAFU.MOFkey-v1.pcu
5072140,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072140,Cu.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.VPNHZAKITSXAFU.MOFkey-v1.pcu
5072141,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5072141,Cu.KYMVBVBRCRFHIE.TXXHDPDFNKHHGW.VPNHZAKITSXAFU.MOFkey-v1.pcu
5072142,FN=C(C(=NF)F)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)C=CC(=CC(=O)[O-])F MOFid-v1.pcu.cat0;5072142,Cu.JFHYXQKFWVSLLS.OZSAECPLLVFZIE.QEFIANIIMDSXBD.MOFkey-v1.pcu
5072143,FN=C(C(=NF)F)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)C=CC(=CC(=O)[O-])F MOFid-v1.pcu.cat1;5072143,Cu.JFHYXQKFWVSLLS.OZSAECPLLVFZIE.QEFIANIIMDSXBD.MOFkey-v1.pcu
5072144,N=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])F.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072144,Cu.JCTRAWCJXDECPQ.SFSXFCQFQAKMFE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5072145,N=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])F.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5072145,Cu.JCTRAWCJXDECPQ.SFSXFCQFQAKMFE.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5072146,N#CC12C3C4C1(F)C1(C2(C3(C41C#N)F)F)F.[Cu][Cu].[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F MOFid-v1.pcu.cat0;5072146,Cu.IFZGZQDZQQMEPY.PTYIDKBTGREHJW.QYMMSSORRHZDBF.MOFkey-v1.pcu
5072147,N#CC12C3C4C1(F)C1(C2(C3(C41C#N)F)F)F.[Cu][Cu].[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F MOFid-v1.pcu.cat1;5072147,Cu.IFZGZQDZQQMEPY.PTYIDKBTGREHJW.QYMMSSORRHZDBF.MOFkey-v1.pcu
5072148,N#CC12C3C4C1(F)C1(C2(C3(C41C#N)F)F)F.[Cu][Cu].[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F MOFid-v1.pcu.cat2;5072148,Cu.IFZGZQDZQQMEPY.PTYIDKBTGREHJW.QYMMSSORRHZDBF.MOFkey-v1.pcu
5072149,FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])F.[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F MOFid-v1.pcu.cat0;5072149,Cu.JCTRAWCJXDECPQ.JEZLWMJEAXUSBA.QYMMSSORRHZDBF.MOFkey-v1.pcu
5072150,FN=CC(=N)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])F.[O-]C(=O)C(=CC(=C(C(=O)[O-])F)F)F MOFid-v1.pcu.cat1;5072150,Cu.JCTRAWCJXDECPQ.JEZLWMJEAXUSBA.QYMMSSORRHZDBF.MOFkey-v1.pcu
5072151,N#CC12C3C4C2(C2(C1C3(C42C#N)F)F)F.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])F)F)F.[O-]C(=O)C=CC(=C(C(=O)[O-])F)F MOFid-v1.pcu.cat0;5072151,Cu.BTEDCBWROUGWBH.QEFIANIIMDSXBD.XVDURFYEHSAKDB.MOFkey-v1.pcu
5072152,ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-].ClN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])Cl)Cl MOFid-v1.pcu.cat0;5072152,Cu.HECLTTZJJYETPR.UVHUTTKJUYGQNM.YFSVFKVYUYVLEC.MOFkey-v1.pcu
5072153,ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-].ClN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])Cl)Cl MOFid-v1.pcu.cat1;5072153,Cu.HECLTTZJJYETPR.UVHUTTKJUYGQNM.YFSVFKVYUYVLEC.MOFkey-v1.pcu
5072154,ClN=CC(=N)Cl.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Cl)Cl.[O-]C(=O)C=CC=C(C(=O)[O-])Cl MOFid-v1.pcu.cat0;5072154,Cu.MUBDMJIZYNYYQR.OZNNVVBQWHRHHH.RYAMCBOVEWSBIK.MOFkey-v1.pcu
5072155,ClN=CC(=N)Cl.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Cl)Cl.[O-]C(=O)C=CC=C(C(=O)[O-])Cl MOFid-v1.UNKNOWN.cat0;5072155,Cu.MUBDMJIZYNYYQR.NYMMOTAAZKYQLR.MOFkey-v1.UNKNOWN
5072156,ClC(=CC(=O)[O-])C(=CC(=O)[O-])Cl.N#CC12C3C4C2(C2(C1(C3C42C#N)Cl)Cl)Cl.[Cu][Cu].[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl MOFid-v1.pcu.cat0;5072156,Cu.FHXOPKKNGKBBKG.HAUHBAGISDFOKS.PNNMOAYOWFIPGK.MOFkey-v1.pcu
5072157,ClN=CC(=NCl)Cl.[Cu][Cu].[O-]C(=O)C#CC12C3C4(C2C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C(=CC(=C(C(=O)[O-])Cl)Cl)Cl MOFid-v1.pcu.cat0;5072157,Cu.AHDWVTPNJCBFTN.FMUPVCYHVRFPSG.UQYYVBREYGINJK.MOFkey-v1.pcu
5072158,ClN=CC(=NCl)Cl.[Cu][Cu].[O-]C(=O)C(=CC(=C(C(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C#CC12C3C4(C2C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl MOFid-v1.UNKNOWN.cat0;5072158,Cu.KUBZJXFCVCCIKU.UQYYVBREYGINJK.MOFkey-v1.UNKNOWN
5072159,ClC(=NCl)C=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Cl)Cl.[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl MOFid-v1.pcu.cat0;5072159,Cu.FHXOPKKNGKBBKG.RYAMCBOVEWSBIK.UFANYYJKOOKFLU.MOFkey-v1.pcu
5072160,ClC(=NCl)C=N.[Cu][Cu].[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl.[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Cl)Cl MOFid-v1.UNKNOWN.cat0;5072160,Cu.UFANYYJKOOKFLU.VVVYNWJZUWNXAQ.MOFkey-v1.UNKNOWN
5072161,BrC(=CC=C(C(=O)[O-])Br)C(=O)[O-].BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4(C2C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br MOFid-v1.pcu.cat0;5072161,Cu.ASILSHHRWSRTPE.KOGSRCBQUPGXOQ.OVITXTRWTDLXEO.MOFkey-v1.pcu
5072162,BrN=CC(=NBr)Br.BrOC(=O)C(=CC=C(C(=O)[O-])Br)Br.[Cu][Cu].[O-]C(=O)C#CC12C3[C]4C1C1(C2C3(C41C#CC(=O)[O-])Br)Br MOFid-v1.pcu.cat1;5072162,Cu.DNJCSJRXNBEVIT.KOVHHWAMLLLSHC.OVITXTRWTDLXEO.MOFkey-v1.pcu
5072163,BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Br)Br.[O-]C(=O)C=C(C=C(C(=O)[O-])Br)Br MOFid-v1.pcu.cat0;5072163,Cu.OVITXTRWTDLXEO.OZVOQQZKWBZVPI.QLUJDLBYXDIUFP.MOFkey-v1.pcu
5072164,BrN=CC(=NBr)Br.BrOC(=O)C(=CC(=CC(=O)[O-])Br)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2(C1[C]3C42C#CC(=O)[O-])Br MOFid-v1.pcu.cat1;5072164,Cu.BRIQDBICYUAYHO.MTAWSCCXQXMWRL.OVITXTRWTDLXEO.MOFkey-v1.pcu
5072165,* MOFid-v1.NA.NA;5072165,
5072166,BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])Br)Br.[O-]C(=O)C=CC(=CC(=O)[O-])Br MOFid-v1.pcu.cat0;5072166,Cu.BHGVPGXYXVFXGC.OVITXTRWTDLXEO.YHTGHQQCTQOWNK.MOFkey-v1.pcu
5072167,BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])Br)Br.[O-]C(=O)C=CC(=CC(=O)[O-])Br MOFid-v1.pcu.cat1;5072167,Cu.BHGVPGXYXVFXGC.OVITXTRWTDLXEO.YHTGHQQCTQOWNK.MOFkey-v1.pcu
5072168,BrN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C=C(C=C(C(=O)[O-])Br)Br MOFid-v1.pcu.cat0;5072168,Cu.GGSOIXALTNWFRM.QLUJDLBYXDIUFP.VVPOSYKJVMDJDG.MOFkey-v1.pcu
5072169,BrN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C=C(C=C(C(=O)[O-])Br)Br MOFid-v1.pcu.cat1;5072169,Cu.GGSOIXALTNWFRM.QLUJDLBYXDIUFP.VVPOSYKJVMDJDG.MOFkey-v1.pcu
5072170,BrC(=N)C(=N)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C=CC(=C(C(=O)[O-])Br)Br MOFid-v1.pcu.cat0;5072170,Cu.PGRBXJZFUHCTKB.XLVAORYDMFQFLW.YUPXWRCXXJDBJB.MOFkey-v1.pcu
5072171,BrC(=N)C(=N)Br.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C=CC(=C(C(=O)[O-])Br)Br MOFid-v1.pcu.cat1;5072171,Cu.PGRBXJZFUHCTKB.XLVAORYDMFQFLW.YUPXWRCXXJDBJB.MOFkey-v1.pcu
5072172,CN=CC=NC.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])C)C.[O-]C(=O)C=CC(=C(C(=O)[O-])C)C MOFid-v1.pcu.cat0;5072172,Cu.ACDCZGWPKSKPDG.UMQBJJPSIPHQIF.YRHYXWGIOLWSEI.MOFkey-v1.pcu
5072173,CN=CC(=N)C.[Cu][Cu].[O-]C(=O)C=CC(=C(C(=O)[O-])C)C.[O-]C(=O)C=CC(=CC(=O)[O-])C MOFid-v1.pcu.cat0;5072173,Cu.ACDCZGWPKSKPDG.LEQDZBVDPGNGMH.MYFASAHLOUFRSF.MOFkey-v1.pcu
5072174,CN=CC(=N)C.[Cu][Cu].[O-]C(=O)C=CC(=C(C(=O)[O-])C)C.[O-]C(=O)C=CC(=CC(=O)[O-])C MOFid-v1.pcu.cat1;5072174,Cu.ACDCZGWPKSKPDG.LEQDZBVDPGNGMH.MYFASAHLOUFRSF.MOFkey-v1.pcu
5072175,CN=CC(=N)C.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])C)C)C.[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat0;5072175,Cu.FWHBSUSASYWIQF.MYFASAHLOUFRSF.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5072176,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])C)C)C)C.[O-]C(=O)C=C(C(=C(C(=O)[O-])C)C)C MOFid-v1.pcu.cat0;5072176,Cu.AOIAFNUHFDMYJG.PQWYLACGTNDOTR.SEBORVTUOGKQDI.MOFkey-v1.pcu
5072177,N#CC12C3C4C2C2C1C3C42C#N.[Cu][Cu].[O-]C(=O)C=C(C=C(C(=O)[O-])C)C.[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat0;5072177,Cu.SYMNCEZYEJKBBZ.TXYYKQLFKWXXLQ.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5072178,CCC(=CC(=O)[O-])C(=CC(=O)[O-])CC.CCC12C3(C#N)C4C1(CC)C1(C2(C3(C41)CC)CC)C#N.[Cu][Cu].[O-]C(=O)C=CC=C(C(=O)[O-])[CH2] MOFid-v1.pcu.cat0;5072178,Cu.CXNTZKUHGMWWPD.FFPLREUJTINBNA.ZDSJVBORRJEIPV.MOFkey-v1.pcu
5072179,CCC(=C(C(=O)[O-])CC)C=CC(=O)[O-].CCC(=N[CH2])C=N.CCC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])CC)C#CC(=O)[O-].[Cu][Cu] MOFid-v1.pcu.cat0;5072179,Cu.LRKJBUGXOFDDEY.NPSQFTFKSQEKBT.SIZHAVPXTRCOFS.MOFkey-v1.pcu
5072180,CCC(=CC(=O)[O-])C(=C(C(=O)[O-])CC)CC.CCC12C3C4C2(C2(C1C3(C42CC)C#CC(=O)[O-])CC)C#CC(=O)[O-].CCN=CC(=NCC)CC.[Cu][Cu] MOFid-v1.pcu.cat0;5072180,Cu.GEBDGFXXLRMAPQ.KWSGMPYLAZSBLL.YNBZUPMFFFKOJI.MOFkey-v1.pcu
5072181,CCC(=CC(=O)[O-])C=C(C(=O)[O-])CC.N#CC12C3C4C2(C2(C1C3(C42C#N)CC)CC)CC.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-] MOFid-v1.pcu.cat0;5072181,Cu.MMWUSHQEHBHLRW.NOVVSLPUJJAJIC.VPNHZAKITSXAFU.MOFkey-v1.pcu
5072182,CCC(=CC(=O)[O-])C=CC(=O)[O-].N#CC12C3C4(C2(C2(C1(C3(C42C#N)CC)CC)CC)CC)CC.[Cu][Cu] MOFid-v1.pcu.cat0;5072182,Cu.HGPINVBEQXQJRL.LMDKLWUFHXVMAI.MOFkey-v1.pcu
5072183,CCCC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])CCC.CCCN=C(C(=N)CCC)CCC.[Cu][Cu].[O-]C(=O)C(=CC=CC(=O)[O-])CCC MOFid-v1.pcu.cat0;5072183,Cu.AZUONZPYGSGAMF.KRZXSFYBPLHCDO.SRPWXZROAGXUMU.MOFkey-v1.pcu
5072184,CCCC(=N)C=N.CCCC12C3C4(C1C1(C2(C3(C41CCC)CCC)C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCC12C3C4C1(C#CC(=O)[O-])C1(C2(C3(C41CCC)C#CC(=O)[O-])CCC)CCC.[Cu][Cu] MOFid-v1.pcu.cat0;5072184,Cu.CDGQUXQODQTBHX.IIKSQHQXSKRSGB.WGOJIXVLXHGGTI.MOFkey-v1.pcu
5072185,CCCC(=CC(=O)[O-])C(=C(C(=O)[O-])CCC)CCC.CCCC12C3C4(C2(C2C1(C3(C42CCC)CCC)C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCN=CC=NCCC.[Cu][Cu] MOFid-v1.pcu.cat0;5072185,Cu.CIVVLORBBSYVRD.MEACGHAITVGEDP.ZLBDRQFFEMOKBS.MOFkey-v1.pcu
5072186,CCCC(=CC(=O)[O-])C=CC(=O)[O-].CCCC(=N)C=N.CCCC12C3C4(C2(C2(C1(C3(C42CCC)C#CC(=O)[O-])CCC)CCC)C#CC(=O)[O-])CCC.[Cu][Cu] MOFid-v1.pcu.cat0;5072186,Cu.GCPRGCFNAWEUKD.IIKSQHQXSKRSGB.WBSHKJZWJAVRRA.MOFkey-v1.pcu
5072187,CCCC(=C(C(=O)[O-])CCC)C=CC(=O)[O-].CCCC(=NC[CH2])C=N.CCCC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])CCC.[Cu][Cu] MOFid-v1.pcu.cat0;5072187,Cu.AZUONZPYGSGAMF.GVADLZZLTVYWDN.QLNKFPIJBMZCRQ.MOFkey-v1.pcu
5072188,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])N)N)N.[O-]C(=O)C(=CC(=C(C(=O)[O-])N)N)N MOFid-v1.pcu.cat0;5072188,Cu.KPODWTGHQVOZCY.KYMVBVBRCRFHIE.UDXUVGRRSMWOBO.MOFkey-v1.pcu
5072189,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])N)N)N.[O-]C(=O)C(=CC(=C(C(=O)[O-])N)N)N MOFid-v1.pcu.cat1;5072189,Cu.KPODWTGHQVOZCY.KYMVBVBRCRFHIE.UDXUVGRRSMWOBO.MOFkey-v1.pcu
5072190,NN=CC(=N)N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])N)N)N.[O-]C(=O)C=C(C=C(C(=O)[O-])N)N MOFid-v1.pcu.cat0;5072190,Cu.ACONGMNJTSMRII.QSBMHEPOJMGGIS.SWMZQANLVOSSAI.MOFkey-v1.pcu
5072191,NN=CC(=[NH2])[N]N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])N)N.[O-]C(=O)C=C(C(=C(C(=O)[O-])N)N)N MOFid-v1.pcu.cat0;5072191,Cu.FZBJPIIAZTZZKA.LNDFXKSYSNLCLS.WPSPDABPZQILPT.MOFkey-v1.pcu
5072192,NN=CC(=[NH2])[N]N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])N)N.[O-]C(=O)C=C(C(=C(C(=O)[O-])N)N)N MOFid-v1.pcu.cat1;5072192,Cu.FZBJPIIAZTZZKA.LNDFXKSYSNLCLS.WPSPDABPZQILPT.MOFkey-v1.pcu
5072193,N#CC12C3C4C1C1(C2C3(C41C#N)N)N.[Cu][Cu].[O-]C(=O)C(=CC(=C(C(=O)[O-])N)N)N.[O-]C(=O)C=CC=C(C(=O)[O-])N MOFid-v1.pcu.cat0;5072193,Cu.IWTLUVJPMOFTQM.UDXUVGRRSMWOBO.ZRHONLCTYUYMIQ.MOFkey-v1.pcu
5072194,NN=CC(=N)N.[Cu][Cu].[O-]C(=O)C#CC12C3(N)C4C2(C2(C1(C3C42C#CC(=O)[O-])N)N)N.[O-]C(=O)C=CC(=CC(=O)[O-])N MOFid-v1.pcu.cat0;5072194,Cu.SULVRRKJMAOTMW.SWMZQANLVOSSAI.VGAFIZGNMHSNGK.MOFkey-v1.pcu
5072195,N=CC=Nc1ccccc1.[Cu][Cu].[O-]C(=O)C=C(c1ccccc1)C=C(c1ccccc1)C(=O)[O-].[O-]C(=O)C=CC(=C(c1ccccc1)C(=O)[O-])c1ccccc1 MOFid-v1.pcu.cat0;5072195,Cu.JJGKKPSURDQSTN.OLLNMZMKSCHOCM.UVMCIIPYLFJHOB.MOFkey-v1.pcu
5072196,[Cu][Cu].[O-]C(=O)C(=CC=CC(=O)[O-])c1ccccc1 MOFid-v1.pcu.cat0;5072196,Cu.GZVDVOLJXDLIPV.MOFkey-v1.pcu
5072197,N=CC=Nc1ccccc1.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C(=CC=CC(=O)[O-])c1ccccc1 MOFid-v1.pcu.cat0;5072197,Cu.GZVDVOLJXDLIPV.OLLNMZMKSCHOCM.QRALPYVTXMZXNI.MOFkey-v1.pcu
5072198,N#CC12C3C4C2(C2C1C3(C42C#N)c1ccccc1)c1ccccc1.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1(c1ccccc1)C1C2(C3(C41C#CC(=O)[O-])c1ccccc1)c1ccccc1.[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072198,Cu.ILUVYIWTHNPVSN.TXXHDPDFNKHHGW.VTOVWLIBDVGFLW.MOFkey-v1.pcu
5072199,ON=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C1(O)C1(C2(C3(C41C#CC(=O)[O-])O)O)O.[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat0;5072199,Cu.DLKZGMNZEDNHKO.JDWLASVWNAHAPU.XVPNQHWBHRGHBN.MOFkey-v1.pcu
5072200,N=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])O)O.[O-]C(=O)C=C(C=C(C(=O)[O-])O)O MOFid-v1.pcu.cat0;5072200,Cu.JXYSUHVZECHTJR.YKECSFNZQGAHFU.ZXKYUTSKMGERSQ.MOFkey-v1.pcu
5072201,N=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])O)O.[O-]C(=O)C=C(C=C(C(=O)[O-])O)O MOFid-v1.pcu.cat1;5072201,Cu.JXYSUHVZECHTJR.YKECSFNZQGAHFU.ZXKYUTSKMGERSQ.MOFkey-v1.pcu
5072202,ON=C(C(=NO)O)O.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])O)O)O.[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])O)O)O MOFid-v1.pcu.cat0;5072202,Cu.CHJZGHZORXXNRY.JQDYHLJJQIXJAP.YCOWFDCCOFCZPM.MOFkey-v1.pcu
5072203,ON=CC(=NO)O.[Cu][Cu].[O-]C(=O)C#CC12C3(O)C4C2(C2(C1(C3C42C#CC(=O)[O-])O)O)O.[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O MOFid-v1.pcu.cat0;5072203,Cu.GVVSVNBWNDRRNE.OPDSVYKGEWMJKL.WLHDSSQOBWQBPY.MOFkey-v1.pcu
5072204,ON=CC=N.[Cu][Cu].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])O)O)O.[O-]C(=O)C=CC=C(C(=O)[O-])O MOFid-v1.pcu.cat0;5072204,Cu.JBEBGTMCZIGUTK.JQDYHLJJQIXJAP.XVPNQHWBHRGHBN.MOFkey-v1.pcu
5072205,N#CC(=CC(=C(C(=O)[O-])C#N)C#N)C(=O)[O-].N#CC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])C#N.N#CN=C(C(=N)C#N)C#N.[Cu][Cu] MOFid-v1.pcu.cat0;5072205,Cu.AVNMLXKNDPHOQP.KTGMTTJGXDFIKQ.POVAVZVRJMEDQU.MOFkey-v1.pcu
5072206,N#CC(=C(C(=O)O[N][C]C12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])C#N)C#N)C=C(C(=O)[O-])C#N.N#CN=C(C(=N)C#N)C#N.[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5072206,Cu.AVNMLXKNDPHOQP.YPVRPHIAXWMJOG.MOFkey-v1.UNKNOWN
5072207,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#CC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42)C#N)C#CC(=O)[O-])C#N.N#CN=CC(=N)C#N.[Cu][Cu] MOFid-v1.pcu.cat0;5072207,Cu.KWZURTQYYOVPJD.LTUVQTGZPDEHEW.REGWJLCJHBKECZ.MOFkey-v1.pcu
5072208,N#CC(=CC=CC(=O)O[N][C]C12C3C4C1(C#CC(=O)[O-])C1(C2(C3(C41)C#CC(=O)[O-])C#N)C#N)C(=O)[O-].N#CN=CC(=N)C#N.[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5072208,Cu.KWZURTQYYOVPJD.YHVMJXOKMBZTIM.MOFkey-v1.UNKNOWN
5072209,N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-].N#CC12C3C4C2(C2(C1C3(C42C#N)C#CC(=O)[O-])C#N)C#CC(=O)[O-].N#CN=CC(=NC#N)C#N.[Cu][Cu] MOFid-v1.pcu.cat0;5072209,Cu.JBAWQGFXVGHYRF.KHBUOBTXMRBKGG.XGBGDFHEOVDMNI.MOFkey-v1.pcu
5072210,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#CC12C3C4C1(C#CC(=O)[O-])C1(C2(C3(C41C#N)C#CC(=O)[O-])C#N)C#N.N#CN=C(C(=N)C#N)C#N.[Cu][Cu] MOFid-v1.pcu.cat0;5072210,Cu.AVNMLXKNDPHOQP.REGWJLCJHBKECZ.ZFEMMHLONOWBRK.MOFkey-v1.pcu
5072211,N#CC(=CC=CC(=O)O[N][C]C12C3(C#N)C4C1(C#CC(=O)[O-])C1(C2(C3(C41)C#CC(=O)[O-])C#N)C#N)C(=O)[O-].N#CN=C(C(=N)C#N)C#N.[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5072211,Cu.AVNMLXKNDPHOQP.ZINYIBJMDMUYEE.MOFkey-v1.UNKNOWN
5072212,N#CC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])C#N.N#CC12C3C4C1(C#N)C1C2(C3(C41)C#N)C#N.[Cu][Cu].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5072212,Cu.IRJQQOYPSVJBRK.POVAVZVRJMEDQU.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5072213,* MOFid-v1.NA.NA;5072213,
