19949,* MOFid-v1.NA.NA;19949,
2000130,CCCOc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].CCCOc1c(cc(c(c1C(=O)[O-])OCCC)C(=O)[O-])C(=O)[O-].CCCOc1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-].CC[CH]Oc1c(C=C=[C](=O)[O-])cc(c(c1C#CC(=O)[O-])OCCC)C#CC(=O)[O-].CC[CH]Oc1c(C=C=[C](=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000130,Zn.DIQSXUNXUQVVAE.GGAXTISMZWNCMC.MSPFGJZHWUQCDL.ZOPOABGNTNUHAA.ZUQKECDJFBVKFN.MOFkey-v1.tbo
2000131,CCCOc1c(C#CC(=O)[O-])cc(c(c1C=C=[C](=O)[O-])O[CH]CC)C#CC(=O)[O-].CCCOc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].CCCOc1c(C=C=[C](=O)[O-])c(O[CH]CC)c(c(c1C#CC(=O)[O-])OCCC)C#CC(=O)[O-].CCCOc1c(cc(c(c1C(=O)[O-])OCCC)C(=O)[O-])C(=O)[O-].CCCOc1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000131,Zn.DIQSXUNXUQVVAE.IAVPNZXMHYQKBB.KHRUPMNUDNAAJH.RSBXMMTZPIOQJS.ZOPOABGNTNUHAA.ZUQKECDJFBVKFN.MOFkey-v1.tbo
2000132,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000132,Zn.KHRUPMNUDNAAJH.MOFkey-v1.tbo
2000133,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1F)C#CC(=O)[O-])F.[Zn][Zn] MOFid-v1.tbo.cat0;2000133,Zn.BBBQAKYNNOHBFG.CYSKDHHXWDABSS.MOFkey-v1.tbo
2000134,[O-]C(=O)C#Cc1c(F)c(C#CC(=O)[O-])c(c(c1F)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1F)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000134,Zn.BBBQAKYNNOHBFG.CYSKDHHXWDABSS.KHRUPMNUDNAAJH.VXFOLFDUMLGUQQ.MOFkey-v1.tbo
2000135,[O-]C(=O)C#Cc1c(F)c(C#CC(=O)[O-])c(c(c1F)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1F)C#CC(=O)[O-])F.[Zn][Zn] MOFid-v1.tbo.cat0;2000135,Zn.BBBQAKYNNOHBFG.CYSKDHHXWDABSS.VXFOLFDUMLGUQQ.MOFkey-v1.tbo
2000136,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1F)C#CC(=O)[O-])F.[Zn][Zn] MOFid-v1.tbo.cat0;2000136,Zn.BBBQAKYNNOHBFG.CYSKDHHXWDABSS.MOFkey-v1.tbo
2000137,[O-]C(=O)C#Cc1c(F)c(C#CC(=O)[O-])c(c(c1F)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1F)C#CC(=O)[O-])F.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000137,Zn.BBBQAKYNNOHBFG.CYSKDHHXWDABSS.KHRUPMNUDNAAJH.VXFOLFDUMLGUQQ.MOFkey-v1.tbo
2000138,[O-]C(=O)C#Cc1c(Cl)c(C#CC(=O)[O-])c(c(c1Cl)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Cl)C#CC(=O)[O-])Cl.[Zn][Zn] MOFid-v1.tbo.cat0;2000138,Zn.HPFUVAFDOOOGLQ.VAENGQWNZMLADZ.YRCMYQGMRGROEI.MOFkey-v1.tbo
2000139,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Cl)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000139,Zn.KHRUPMNUDNAAJH.VAENGQWNZMLADZ.YRCMYQGMRGROEI.MOFkey-v1.tbo
2000140,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Cl)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000140,Zn.KHRUPMNUDNAAJH.VAENGQWNZMLADZ.YRCMYQGMRGROEI.MOFkey-v1.tbo
2000141,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Cl)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000141,Zn.KHRUPMNUDNAAJH.VAENGQWNZMLADZ.YRCMYQGMRGROEI.MOFkey-v1.tbo
2000142,[O-]C(=O)C#Cc1c(Cl)c(C#CC(=O)[O-])c(c(c1Cl)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Cl)C#CC(=O)[O-])Cl.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000142,Zn.HPFUVAFDOOOGLQ.KHRUPMNUDNAAJH.VAENGQWNZMLADZ.YRCMYQGMRGROEI.MOFkey-v1.tbo
2000143,[O-]C(=O)C#Cc1c(Br)c(C#CC(=O)[O-])c(c(c1Br)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Br)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000143,Zn.GJTYCDHZFCDDAY.IKDRIIQYZDOALQ.KHRUPMNUDNAAJH.NKELBLSFJNLZHI.MOFkey-v1.tbo
2000144,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Br)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000144,Zn.GJTYCDHZFCDDAY.IKDRIIQYZDOALQ.KHRUPMNUDNAAJH.MOFkey-v1.tbo
2000145,[O-]C(=O)C#Cc1c(Br)c(C#CC(=O)[O-])c(c(c1Br)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Br)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000145,Zn.GJTYCDHZFCDDAY.IKDRIIQYZDOALQ.KHRUPMNUDNAAJH.NKELBLSFJNLZHI.MOFkey-v1.tbo
2000146,[O-]C(=O)C#Cc1c(Br)c(C#CC(=O)[O-])c(c(c1Br)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Br)C#CC(=O)[O-])Br.[Zn][Zn] MOFid-v1.tbo.cat0;2000146,Zn.GJTYCDHZFCDDAY.IKDRIIQYZDOALQ.NKELBLSFJNLZHI.MOFkey-v1.tbo
2000147,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1Br)C#CC(=O)[O-])Br.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000147,Zn.GJTYCDHZFCDDAY.IKDRIIQYZDOALQ.KHRUPMNUDNAAJH.MOFkey-v1.tbo
2000148,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1C)C#CC(=O)[O-])C.[Zn][Zn] MOFid-v1.tbo.cat0;2000148,Zn.MMGFTTCJFVHLDU.TVYMEZCZIQLOFK.MOFkey-v1.tbo
2000149,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000149,Zn.KHRUPMNUDNAAJH.MMGFTTCJFVHLDU.MOFkey-v1.tbo
2000150,[O-]C(=O)C#Cc1c(C)c(C#CC(=O)[O-])c(c(c1C)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1C)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000150,Zn.KHRUPMNUDNAAJH.MMGFTTCJFVHLDU.NKORBWCMKUWBNV.TVYMEZCZIQLOFK.MOFkey-v1.tbo
2000151,[O-]C(=O)C#Cc1c(C)c(C#CC(=O)[O-])c(c(c1C)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1C)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000151,Zn.KHRUPMNUDNAAJH.MMGFTTCJFVHLDU.NKORBWCMKUWBNV.TVYMEZCZIQLOFK.MOFkey-v1.tbo
2000152,[O-]C(=O)C#Cc1c(C)c(C#CC(=O)[O-])c(c(c1C)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])C.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1C)C#CC(=O)[O-])C.[Zn][Zn] MOFid-v1.tbo.cat0;2000152,Zn.MMGFTTCJFVHLDU.NKORBWCMKUWBNV.TVYMEZCZIQLOFK.MOFkey-v1.tbo
2000153,CCc1c(C#CC(=O)[O-])c(CC)c(c(c1C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000153,Zn.KHRUPMNUDNAAJH.QKLUPUUIGXMQDR.RUAFXBPPNGHJOV.WIQULRCTLBRDFV.MOFkey-v1.tbo
2000154,CCc1c(C#CC(=O)[O-])c(CC)c(c(c1C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000154,Zn.KHRUPMNUDNAAJH.QKLUPUUIGXMQDR.RUAFXBPPNGHJOV.WIQULRCTLBRDFV.MOFkey-v1.tbo
2000155,CCc1c(C#CC(=O)[O-])c(CC)c(c(c1C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000155,Zn.KHRUPMNUDNAAJH.QKLUPUUIGXMQDR.RUAFXBPPNGHJOV.WIQULRCTLBRDFV.MOFkey-v1.tbo
2000156,CCc1c(C#CC(=O)[O-])c(CC)c(c(c1C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000156,Zn.KHRUPMNUDNAAJH.QKLUPUUIGXMQDR.RUAFXBPPNGHJOV.WIQULRCTLBRDFV.MOFkey-v1.tbo
2000157,CCc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])CC)C#CC(=O)[O-].CCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000157,Zn.KHRUPMNUDNAAJH.RUAFXBPPNGHJOV.WIQULRCTLBRDFV.MOFkey-v1.tbo
2000158,CCCc1c(C#CC(=O)[O-])c(CCC)c(c(c1C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000158,Zn.KHRUPMNUDNAAJH.NSBCIAWTAGVDKI.QKQBIVBIHMVPCD.WRLADJCDYZXPQK.MOFkey-v1.tbo
2000159,CCCc1c(C#CC(=O)[O-])c(CCC)c(c(c1C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000159,Zn.KHRUPMNUDNAAJH.QKQBIVBIHMVPCD.WRLADJCDYZXPQK.MOFkey-v1.tbo
2000160,CCCc1c(C#CC(=O)[O-])c(CCC)c(c(c1C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000160,Zn.KHRUPMNUDNAAJH.NSBCIAWTAGVDKI.QKQBIVBIHMVPCD.WRLADJCDYZXPQK.MOFkey-v1.tbo
2000161,CCCc1c(C#CC(=O)[O-])c(CCC)c(c(c1C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000161,Zn.KHRUPMNUDNAAJH.NSBCIAWTAGVDKI.QKQBIVBIHMVPCD.WRLADJCDYZXPQK.MOFkey-v1.tbo
2000162,CCCc1c(C#CC(=O)[O-])c(CCC)c(c(c1C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])CCC)C#CC(=O)[O-].CCCc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000162,Zn.KHRUPMNUDNAAJH.NSBCIAWTAGVDKI.QKQBIVBIHMVPCD.WRLADJCDYZXPQK.MOFkey-v1.tbo
2000163,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])N.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1N)C#CC(=O)[O-])N.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000163,Zn.KHRUPMNUDNAAJH.VEPIXYJFTZCGIV.VWIOQFGHRAUVBW.MOFkey-v1.tbo
2000164,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])N.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1N)C#CC(=O)[O-])N.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000164,Zn.KHRUPMNUDNAAJH.VEPIXYJFTZCGIV.VWIOQFGHRAUVBW.MOFkey-v1.tbo
2000165,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])N.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1N)C#CC(=O)[O-])N.[Zn][Zn] MOFid-v1.tbo.cat0;2000165,Zn.VEPIXYJFTZCGIV.VWIOQFGHRAUVBW.MOFkey-v1.tbo
2000166,[O-]C(=O)C#Cc1c(N)c(C#CC(=O)[O-])c(c(c1N)C#CC(=O)[O-])N.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1N)C#CC(=O)[O-])N.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000166,Zn.DHMJCMVFBQXYCS.KHRUPMNUDNAAJH.VEPIXYJFTZCGIV.MOFkey-v1.tbo
2000167,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])N.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1N)C#CC(=O)[O-])N.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000167,Zn.KHRUPMNUDNAAJH.VEPIXYJFTZCGIV.VWIOQFGHRAUVBW.MOFkey-v1.tbo
2000168,[O-]C(=O)C#Cc1c(c(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000168,Zn.CZAPQUICPOMUPZ.KHRUPMNUDNAAJH.MDPQDYYLGGSRRC.MOFkey-v1.tbo
2000169,[O-]C(=O)C#Cc1c(c(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C#Cc1c(c2ccccc2)c(C#CC(=O)[O-])c(c(c1c1ccccc1)C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000169,Zn.CZAPQUICPOMUPZ.KHRUPMNUDNAAJH.MDPQDYYLGGSRRC.QIQXXGRHZSOXCL.MOFkey-v1.tbo
2000170,[O-]C(=O)C#Cc1c(c(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C#Cc1c(c2ccccc2)c(C#CC(=O)[O-])c(c(c1c1ccccc1)C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000170,Zn.CZAPQUICPOMUPZ.KHRUPMNUDNAAJH.MDPQDYYLGGSRRC.QIQXXGRHZSOXCL.MOFkey-v1.tbo
2000171,[O-]C(=O)C#Cc1c(c(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C#Cc1c(c2ccccc2)c(C#CC(=O)[O-])c(c(c1c1ccccc1)C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000171,Zn.CZAPQUICPOMUPZ.KHRUPMNUDNAAJH.MDPQDYYLGGSRRC.QIQXXGRHZSOXCL.MOFkey-v1.tbo
2000172,[O-]C(=O)C#Cc1c(c(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C#Cc1c(c2ccccc2)c(C#CC(=O)[O-])c(c(c1c1ccccc1)C#CC(=O)[O-])c1ccccc1.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1c1ccccc1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000172,Zn.CZAPQUICPOMUPZ.KHRUPMNUDNAAJH.MDPQDYYLGGSRRC.QIQXXGRHZSOXCL.MOFkey-v1.tbo
2000173,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1O)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000173,Zn.AXPULYXEOIKHKR.KCLQPSULNDVEMA.KHRUPMNUDNAAJH.MOFkey-v1.tbo
2000174,[O-]C(=O)C#Cc1c(O)c(C#CC(=O)[O-])c(c(c1O)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1O)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000174,Zn.AXPULYXEOIKHKR.KCLQPSULNDVEMA.KHRUPMNUDNAAJH.YTKSERKRZVSYEC.MOFkey-v1.tbo
2000175,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1O)C#CC(=O)[O-])O.[Zn][Zn] MOFid-v1.tbo.cat0;2000175,Zn.AXPULYXEOIKHKR.KCLQPSULNDVEMA.MOFkey-v1.tbo
2000176,[O-]C(=O)C#Cc1c(O)c(C#CC(=O)[O-])c(c(c1O)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1O)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000176,Zn.AXPULYXEOIKHKR.KCLQPSULNDVEMA.KHRUPMNUDNAAJH.YTKSERKRZVSYEC.MOFkey-v1.tbo
2000177,[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])c(c(c1O)C#CC(=O)[O-])O.[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000177,Zn.AXPULYXEOIKHKR.KCLQPSULNDVEMA.KHRUPMNUDNAAJH.MOFkey-v1.tbo
2000178,N#Cc1c(C#CC(=O)[O-])c(C#N)c(c(c1C#CC(=O)[O-])C#N)C#CC(=O)[O-].N#Cc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])C#N)C#CC(=O)[O-].N#Cc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000178,Zn.JEYVXTKSBFOUHW.KHRUPMNUDNAAJH.NHWWRILHRKWQIG.RIXADMYGQFODAA.MOFkey-v1.tbo
2000179,N#Cc1c(C#CC(=O)[O-])cc(c(c1C#CC(=O)[O-])C#N)C#CC(=O)[O-].N#Cc1c(C#CC(=O)[O-])cc(cc1C#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#Cc1cc(C#CC(=O)[O-])cc(c1)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0;2000179,Zn.KHRUPMNUDNAAJH.NHWWRILHRKWQIG.RIXADMYGQFODAA.MOFkey-v1.tbo
