5032914,* MOFid-v1.NA.NA;5032914,
5033175,N#CC1=C(C=C[C]2C1=C([N])O[C]1N2C(=O)[C]2c3c1c(C#N)cc1=c4ccc5c6c4[C]4C(=c31)C=C2[C][N]N=c1oc2N3c7c1C1=C([CH]c7c(oc3c3c7c2ccc2=c8cc(C#N)c9c%10c8=C8[C](c72)C(=C3)[C]N=N[C]C2=C([CH]c3c7c2c(=N[N][C]C(=C8)[C]%10C(=O)N2[C]9OC(=C8[C]2C=CC(=C8C#N)C(=O)[O-])[N])oc2c8c9c%10[C]%11C%12=c%13c%14[C](C(=C%12)[C][N]N=c%12oc5N5c(c6C=C4[C]N=N[C]1)oc(c1c5c%12C(=C([CH]1)C(=O)[O-])[C]N=N[C]C%11=Cc9c(N72)oc3[N])[N])C(=O)N1[C]2C=CC(=C(C2=C(O[C]1c%14c(cc%13=c%10cc8)C#N)[N])C#N)C(=O)[O-])C(=O)[O-])[N])C(=O)[O-])C(=O)[O-].N#Cc1cc(c2nnc(nn2)c2cc(C#N)c(c(c2C#N)C#N)C(=O)[O-])c(c(c1C(=O)[O-])C#N)C#N.[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.ERROR.cat0;5033175,Zn.LNVFUEZUGBYXLD.RYFVKTNONYVZPO.WAAPUPCUMIWEBQ.MOFkey-v1.ERROR
5033176,N#C[C]1C=c2c3ccc4c5c3c(c3c2c2C1=c1oc(=[N])c6[C]7n1c(=c2c(c3)C#N)oc(c7cc(c6)C(=O)[O-])[N])ccc5c(=O)n1c4OC(=C2C1=CC=C([CH]2)C(=O)[O-])[N].N#Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1C#N)C#N)C(=O)[O-])C#N.N#Cc1cc(cc(c1c1nnc(nn1)c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C#N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033176,Zn.DQBFRNIXFOXHKR.FXAJAIZSTBRPOR.HIUFTTFCHSYYHG.MOFkey-v1.pcu
5033177,N#C[C]1C=c2c3ccc4c5c3c(c3c2c2C1=c1oc(=[N])c6[C]7n1c(=c2c(c3)C#N)oc(c7cc(c6)C(=O)[O-])[N])ccc5c(=O)n1c4OC(=C2C1=CC=C([CH]2)C(=O)[O-])[N].N#Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1C#N)C#N)C(=O)[O-])C#N.N#Cc1cc(cc(c1c1nnc(nn1)c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C#N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033177,Zn.DQBFRNIXFOXHKR.FXAJAIZSTBRPOR.HIUFTTFCHSYYHG.MOFkey-v1.pcu
5033178,N#C[C]1C=c2c3ccc4c5c3c(c3c2c2C1=c1oc(=[N])c6[C]7n1c(=c2c(c3)C#N)oc(c7cc(c6)C(=O)[O-])[N])ccc5c(=O)n1c4OC(=C2C1=CC=C([CH]2)C(=O)[O-])[N].N#Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1C#N)C#N)C(=O)[O-])C#N.N#Cc1cc(cc(c1c1nnc(nn1)c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C#N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033178,Zn.DQBFRNIXFOXHKR.FXAJAIZSTBRPOR.HIUFTTFCHSYYHG.MOFkey-v1.pcu
5033179,N#C[C]1C=c2c3ccc4c5c3c(c3c2c2C1=c1oc(=[N])c6[C]7n1c(=c2c(c3)C#N)oc(c7cc(c6)C(=O)[O-])[N])ccc5c(=O)n1c4OC(=C2C1=CC=C([CH]2)C(=O)[O-])[N].N#Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1C#N)C#N)C(=O)[O-])C#N.N#Cc1cc(cc(c1c1nnc(nn1)c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C#N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5033179,Zn.DQBFRNIXFOXHKR.FXAJAIZSTBRPOR.HIUFTTFCHSYYHG.MOFkey-v1.pcu
5033180,N#Cc1c(C#N)c(ccc1C(=O)[O-])c1nnc(nn1)c1cc(C#N)c(c(c1C#N)C#N)C(=O)[O-].N#Cc1cc(ccc1C(=O)[O-])c1nnc(nn1)c1ccc(cc1)C(=O)[O-].N#Cc1cc2c3c(C#N)cc4c5c3c(c3c2c2c1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c2cc3)cc(c5[C]1N(C4=O)C2=CC=C([CH]C2=C(O1)[N])C(=O)[O-])C#N.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033180,Zn.JOSPUKJSWOODSP.RMYGGBUNIFIBBJ.UIICFCQPYKILDO.MOFkey-v1.pcu
5033181,N#Cc1c(C#N)c(ccc1C(=O)[O-])c1nnc(nn1)c1cc(C#N)c(c(c1C#N)C#N)C(=O)[O-].N#Cc1cc(ccc1C(=O)[O-])c1nnc(nn1)c1ccc(cc1)C(=O)[O-].N#Cc1cc2c3c(C#N)cc4c5c3c(c3c2c2c1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c2cc3)cc(c5[C]1N(C4=O)C2=CC=C([CH]C2=C(O1)[N])C(=O)[O-])C#N.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033181,Zn.JOSPUKJSWOODSP.RMYGGBUNIFIBBJ.UIICFCQPYKILDO.MOFkey-v1.pcu
5033182,N#Cc1c(C#N)c(ccc1C(=O)[O-])c1nnc(nn1)c1cc(C#N)c(c(c1C#N)C#N)C(=O)[O-].N#Cc1cc(ccc1C(=O)[O-])c1nnc(nn1)c1ccc(cc1)C(=O)[O-].N#Cc1cc2c3c(C#N)cc4c5c3c(c3c2c2c1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c2cc3)cc(c5[C]1N(C4=O)C2=CC=C([CH]C2=C(O1)[N])C(=O)[O-])C#N.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033182,Zn.JOSPUKJSWOODSP.RMYGGBUNIFIBBJ.UIICFCQPYKILDO.MOFkey-v1.pcu
5033183,COc1c(cc(c(c1OC)C(=O)[O-])OC)c1nnc(nn1)c1cc(OC)c(c(c1[O])OC)C(=O)[O-].COc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)OC)C(=O)[O-])OC.COc1cc(ccc1C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)c(OC)c(c4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1cc(OC)c(c(c1OC)OC)C(=O)[O-])OC.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat0;5033183,Zn.ADBVQPLDYSLRGF.GASDLUGFMPPYHI.VCHABIYRHDKSEK.MOFkey-v1.pcu
5033184,COc1c(cc(c(c1OC)C(=O)[O-])OC)c1nnc(nn1)c1cc(OC)c(c(c1[O])OC)C(=O)[O-].COc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1)OC)C(=O)[O-])OC.COc1cc(ccc1C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)c(OC)c(c4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1cc(OC)c(c(c1OC)OC)C(=O)[O-])OC.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat1;5033184,Zn.ADBVQPLDYSLRGF.GASDLUGFMPPYHI.VCHABIYRHDKSEK.MOFkey-v1.pcu
5033185,COc1c(cc(c(c1OC)C(=O)[O-])OC)c1nnc(nn1)c1ccc(c(c1[O])OC)C(=O)[O-].COc1cc(cc(c1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3ccc3c2c(c(c1OC)[O])C(=O)N(C3=O)c1ccc(c(c1)OC)C(=O)[O-])OC)OC)C(=O)[O-].COc1cc(cc(c1c1nnc(nn1)c1cc(OC)c(c(c1[O])OC)C(=O)[O-])OC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033185,Zn.NELHSBDFYLGCDK.OGKGCTGIINMASI.YEHNSHQODVHPEI.MOFkey-v1.pcu
5033186,COc1c(cc(c(c1OC)C(=O)[O-])OC)c1nnc(nn1)c1ccc(c(c1[O])OC)C(=O)[O-].COc1cc(cc(c1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3ccc3c2c(c(c1OC)[O])C(=O)N(C3=O)c1ccc(c(c1)OC)C(=O)[O-])OC)OC)C(=O)[O-].COc1cc(cc(c1c1nnc(nn1)c1cc(OC)c(c(c1[O])OC)C(=O)[O-])OC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033186,Zn.NELHSBDFYLGCDK.OGKGCTGIINMASI.YEHNSHQODVHPEI.MOFkey-v1.pcu
5033187,COc1c(cc(c(c1OC)C(=O)[O-])OC)c1nnc(nn1)c1ccc(c(c1[O])OC)C(=O)[O-].COc1cc(cc(c1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3ccc3c2c(c(c1OC)[O])C(=O)N(C3=O)c1ccc(c(c1)OC)C(=O)[O-])OC)OC)C(=O)[O-].COc1cc(cc(c1c1nnc(nn1)c1cc(OC)c(c(c1[O])OC)C(=O)[O-])OC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033187,Zn.NELHSBDFYLGCDK.OGKGCTGIINMASI.YEHNSHQODVHPEI.MOFkey-v1.pcu
5033188,COc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(OC)c(cc1OC)C(=O)[O-])OC.COc1cc(c(c(c1C(=O)[O-])OC)OC)N1C(=O)c2cc(OC)c3c4c2c(C1=O)c(OC)cc4c1c2c3ccc3c2c(cc1OC)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].COc1cc(ccc1C(=O)[O-])c1nnc(nn1)c1ccc(c(c1)OC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat0;5033188,Zn.NCMFKJPGXXMGRK.QXPXPXZMIVBOOY.WTAMZEOTIJDKAJ.MOFkey-v1.pcu
5033189,COc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(OC)c(cc1OC)C(=O)[O-])OC.COc1cc(c(c(c1C(=O)[O-])OC)OC)N1C(=O)c2cc(OC)c3c4c2c(C1=O)c(OC)cc4c1c2c3ccc3c2c(cc1OC)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].COc1cc(ccc1C(=O)[O-])c1nnc(nn1)c1ccc(c(c1)OC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat1;5033189,Zn.NCMFKJPGXXMGRK.QXPXPXZMIVBOOY.WTAMZEOTIJDKAJ.MOFkey-v1.pcu
5033190,COc1cc(c2nnc(nn2)c2cc(OC)c(c(c2OC)OC)C(=O)[O-])c(c(c1C(=O)[O-])OC)OC.COc1cc(ccc1N1C(=O)c2c(OC)cc3c4c2c(C1=O)c(OC)cc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)OC)C(=O)[O-])C(=O)[O-].COc1cc(ccc1c1nnc(nn1)c1c(OC)cc(c(c1OC)OC)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,ERROR.cat0;5033190,Zn.BXDKUUMTVJBSQC.HNJFOXNUJZBBDN.YBHGVSYKCSZZAQ.MOFkey-v1.pcu
5033191,COc1cc(c2nnc(nn2)c2cc(OC)c(c(c2OC)OC)C(=O)[O-])c(c(c1C(=O)[O-])OC)OC.COc1cc(ccc1N1C(=O)c2c(OC)cc3c4c2c(C1=O)c(OC)cc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(c(c1)OC)C(=O)[O-])C(=O)[O-].COc1cc(ccc1c1nnc(nn1)c1c(OC)cc(c(c1OC)OC)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,ERROR.cat1;5033191,Zn.BXDKUUMTVJBSQC.HNJFOXNUJZBBDN.YBHGVSYKCSZZAQ.MOFkey-v1.pcu
5033192,* MOFid-v1.NA.NA;5033192,
5033193,* MOFid-v1.NA.NA;5033193,
5033194,CCOc1cc2c3c4c1[C]N(c1ccc(cc1OCC)C(=O)[O-])C(=O)c4ccc3c1c3c2ccc2c3c(c(c1O[CH2])OCC)C(=O)N(C2=O)c1ccc(cc1OCC)C(=O)[O-].C[CH]Oc1cc(C(=O)[O-])c(c(c1C1=N[N]C(=NN1)c1cc(OCC)c(c(c1)OCC)C(=O)[O-])OCC)OCC.C[CH]Oc1cc(C(=O)[O-])c(cc1C1=N[N]C(=NN1)c1c(OCC)cc(cc1OCC)C(=O)[O-])OCC.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat0;5033194,Zn.HRBMXLXJJPZQCY.SDIJWKHMOFTIRB.WWMZIPIDXAOYTG.MOFkey-v1.pcu
5033195,CCOc1cc2c3c4c1[C]N(c1ccc(cc1OCC)C(=O)[O-])C(=O)c4ccc3c1c3c2ccc2c3c(c(c1O[CH2])OCC)C(=O)N(C2=O)c1ccc(cc1OCC)C(=O)[O-].C[CH]Oc1cc(C(=O)[O-])c(c(c1C1=N[N]C(=NN1)c1cc(OCC)c(c(c1)OCC)C(=O)[O-])OCC)OCC.C[CH]Oc1cc(C(=O)[O-])c(cc1C1=N[N]C(=NN1)c1c(OCC)cc(cc1OCC)C(=O)[O-])OCC.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat1;5033195,Zn.HRBMXLXJJPZQCY.SDIJWKHMOFTIRB.WWMZIPIDXAOYTG.MOFkey-v1.pcu
5033196,CCOc1c(ccc(c1O[CH2])N1C(=O)c2c(OCC)cc3c4c2c(C1=O)c([O])c(c4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1c(OCC)cc(c(c1OCC)OCC)C(=O)[O-])OCC)C(=O)[O-].CCOc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(OCC)c(c(c1OCC)OCC)C(=O)[O-])OCC.C[C]Oc1c([C][O])cc(c(c1OCC)C1=NNC(=NN1)c1c(OCC)cc(c(c1O[CH]C)OCC)C(=O)[O-])O[CH]C.O.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,ERROR.cat0;5033196,Zn.OZRPQBHWFYXTRV.RQYYHEPYLKVZGN.VTJSYNWWWRDLIW.MOFkey-v1.pcu
5033197,CCOc1c(ccc(c1O[CH2])N1C(=O)c2c(OCC)cc3c4c2c(C1=O)c([O])c(c4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1c(OCC)cc(c(c1OCC)OCC)C(=O)[O-])OCC)C(=O)[O-].CCOc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(OCC)c(c(c1OCC)OCC)C(=O)[O-])OCC.C[C]Oc1c([C][O])cc(c(c1OCC)C1=NNC(=NN1)c1c(OCC)cc(c(c1O[CH]C)OCC)C(=O)[O-])O[CH]C.O.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,ERROR.cat1;5033197,Zn.OZRPQBHWFYXTRV.RQYYHEPYLKVZGN.VTJSYNWWWRDLIW.MOFkey-v1.pcu
5033198,CCOc1cc(cc(c1C(=O)[O-])OCC)c1nnc(nn1)c1cc(OCC)c(c(c1OCC)OCC)C(=O)[O-].CCOc1cc(cc(c1C1=NNC(=NN1)c1c(O[CH]C)cc(c(c1OCC)OCC)C(=O)[O-])O[CH]C)C(=O)[O-].CCOc1cc(ccc1N1C(=O)c2c(OCC)cc3c4c2c(C1=O)c(OCC)cc4c1c2c3c(OCC)cc3c2c(c(c1OCC)[O])C(=O)N(C3=O)c1ccc(c(c1O[CH2])OCC)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat0;5033198,Zn.FMDDIVJIJLGLHK.OYUOJUFJSIGESC.ZUWPMYINWHPYGR.MOFkey-v1.pcu
5033199,CCOc1cc(C(=O)[O-])c(cc1C1=NNC(=N[N]1)c1c(O[CH]C)cc(c(c1OCC)OCC)C(=O)[O-])OCC.CCOc1cc(cc(c1C(=O)[O-])OCC)N1C(=O)c2cc(OCC)c3c4c2c(C1=O)c(OCC)cc4c1c2c3cc(OCC)c3c2c(cc1OCC)C(=O)N(C3=O)c1c(OCC)cc(c(c1OCC)O[C]C)[C][O].O.C[CH]Oc1cc(ccc1C1=N[N]C(=NN1)c1ccc(cc1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,ERROR.cat0;5033199,Zn.PIIOCIXHAVCMDW.PXGOOAJWIHWXQL.SGQVNNVQKGXCRP.MOFkey-v1.pcu
5033200,CCOc1cc(C(=O)[O-])c(cc1C1=NNC(=N[N]1)c1c(O[CH]C)cc(c(c1OCC)OCC)C(=O)[O-])OCC.CCOc1cc(cc(c1C(=O)[O-])OCC)N1C(=O)c2cc(OCC)c3c4c2c(C1=O)c(OCC)cc4c1c2c3cc(OCC)c3c2c(cc1OCC)C(=O)N(C3=O)c1c(OCC)cc(c(c1OCC)O[C]C)[C][O].O.C[CH]Oc1cc(ccc1C1=N[N]C(=NN1)c1ccc(cc1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,ERROR.cat1;5033200,Zn.PIIOCIXHAVCMDW.PXGOOAJWIHWXQL.SGQVNNVQKGXCRP.MOFkey-v1.pcu
5033201,CCCOc1c(c2nnc(nn2)c2c(OCCC)c(OCCC)c(c(c2OCCC)OCCC)C(=O)[O-])c(OCCC)c(c(c1OCCC)C(=O)[O-])OCCC.CCCOc1cc(C(=O)[O-])c(cc1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(OCCC)cc3c2c(cc1)C(=O)N(C3=O)c1c(OCCC)cc(cc1OCCC)C(=O)[O-])OCCC)OCCC.CCCOc1cc(ccc1c1nnc(nn1)c1c(OCCC)cc(cc1OCCC)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat0;5033201,Zn.SDUVQBUZWXOFPK.SHYSMIIYQRAUAP.VZYCZDAFOAELFD.MOFkey-v1.pcu
5033202,CCCOc1c(c2nnc(nn2)c2c(OCCC)c(OCCC)c(c(c2OCCC)OCCC)C(=O)[O-])c(OCCC)c(c(c1OCCC)C(=O)[O-])OCCC.CCCOc1cc(C(=O)[O-])c(cc1N1C(=O)c2ccc3c4c2c(C1=O)cc(c4c1c2c3c(OCCC)cc3c2c(cc1)C(=O)N(C3=O)c1c(OCCC)cc(cc1OCCC)C(=O)[O-])OCCC)OCCC.CCCOc1cc(ccc1c1nnc(nn1)c1c(OCCC)cc(cc1OCCC)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat1;5033202,Zn.SDUVQBUZWXOFPK.SHYSMIIYQRAUAP.VZYCZDAFOAELFD.MOFkey-v1.pcu
5033203,CCCOc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1c(OCCC)cc(cc1OCCC)C(=O)[O-])[O])OCCC.CCCOc1cc(cc(c1C(=O)[O-])OCCC)c1nnc(nn1)c1c(OCCC)c(OCCC)c(c(c1OCCC)OCCC)C(=O)[O-].CCOCOc1c(OCCC)c2C(=O)N(c3ccc(cc3OCCC)C(=O)[O-])C(=O)c3c2c2c1c1=[C]C=C4C5=C(C(=[C]c(c15)c2c(c3)OCCC)OCCC)C(=O)N(C4=O)c1ccc(cc1OCCC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat0;5033203,Zn.KJTMQNUAMWLUOY.NDFJAGZLDWZCJP.SOMUSYRUIOJHIN.MOFkey-v1.pcu
5033204,CCCOc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])[O])OCCC.CCCOc1cc(c(c(c1C(=O)[O-])[O])OCCC)N1C(=O)c2ccc3c4c2c(C1=O)c(OCCC)cc4c1c2c3c(OCCC)cc3c2c(cc1OCCC)C(=O)N(C3=O)c1c(OCCC)cc(cc1OCCC)C(=O)[O-].CCCOc1cc(ccc1C(=O)[O-])c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat0;5033204,Zn.FCWYEBNHADEIET.FXFWIOSKFYXXFH.LAQYOQFUAXOPMU.MOFkey-v1.pcu
5033205,CCCOc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])[O])OCCC.CCCOc1cc(c(c(c1C(=O)[O-])[O])OCCC)N1C(=O)c2ccc3c4c2c(C1=O)c(OCCC)cc4c1c2c3c(OCCC)cc3c2c(cc1OCCC)C(=O)N(C3=O)c1c(OCCC)cc(cc1OCCC)C(=O)[O-].CCCOc1cc(ccc1C(=O)[O-])c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat1;5033205,Zn.FCWYEBNHADEIET.FXFWIOSKFYXXFH.LAQYOQFUAXOPMU.MOFkey-v1.pcu
5033206,CCCOc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(OCCC)c(c(c1OCCC)OCCC)C(=O)[O-])OCCC.CCCOc1cc(ccc1C(=O)[O-])N1C(=O)c2c(OCCC)cc3c4c2c(C1=O)c(OCCC)cc4c1c2c3cc(OCCC)c3c2c(c(c1OCCC)OCCC)C(=O)N(C3=O)c1cc(OCCC)c(c(c1)OCCC)C(=O)[O-].CCCOc1cc2c3c(OCCC)cc4c5c3c(c3c2c2c1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c2cc3)c(cc5C(=O)N(C4=O)c1c(OCCC)cc(cc1OCCC)C(=O)[O-])OCCC.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,sql.cat0;5033206,Zn.DVHLFPXASBORGF.JDPGWJZVZOCKNA.LRDHFIBEWUUQLE.MOFkey-v1.pcu
5033207,N=Nc1c(ccc2c1[N]NO[C]1N2C(=O)c2c3c1ccc1c3c(cc2N=N)c2c3c1c(N=N)cc1c3c(cc2)C(=O)N2[C]1ON[N]c1c2cc(N=N)c(c1N=N)C(=O)[O-])C(=O)[O-].N=Nc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(c2=NNNN=c12)C(=O)[O-])N=N)N=N.N=Nc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1c(N=N)cc(c(c1N=N)N=N)C(=O)[O-])N=N.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033207,Zn.BZFXHIUFHLEGPQ.KSUSIOJUZNWTRH.MIWIJVXTPQADJA.MOFkey-v1.pcu
5033208,N=Nc1c(ccc2c1[N]NO[C]1N2C(=O)c2c3c1ccc1c3c(cc2N=N)c2c3c1c(N=N)cc1c3c(cc2)C(=O)N2[C]1ON[N]c1c2cc(N=N)c(c1N=N)C(=O)[O-])C(=O)[O-].N=Nc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(c2=NNNN=c12)C(=O)[O-])N=N)N=N.N=Nc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1c(N=N)cc(c(c1N=N)N=N)C(=O)[O-])N=N.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033208,Zn.BZFXHIUFHLEGPQ.KSUSIOJUZNWTRH.MIWIJVXTPQADJA.MOFkey-v1.pcu
5033209,N=Nc1c(ccc2c1[N]NO[C]1N2C(=O)c2c3c1ccc1c3c(cc2N=N)c2c3c1c(N=N)cc1c3c(cc2)C(=O)N2[C]1ON[N]c1c2cc(N=N)c(c1N=N)C(=O)[O-])C(=O)[O-].N=Nc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(c2=NNNN=c12)C(=O)[O-])N=N)N=N.N=Nc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1c(N=N)cc(c(c1N=N)N=N)C(=O)[O-])N=N.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033209,Zn.BZFXHIUFHLEGPQ.KSUSIOJUZNWTRH.MIWIJVXTPQADJA.MOFkey-v1.pcu
5033210,N=Nc1c(N=N)c(c2nnc(nn2)c2c(N=N)c(N=N)c(c(c2N=N)N=N)C(=O)[O-])c(cc1C(=O)[O-])N=N.N=Nc1c(N=N)c(ccc1C(=O)[O-])c1nnc(nn1)c1cc(N=N)c(c(c1N=N)N=N)C(=O)[O-].N=Nc1cc2c(cc1C(=O)[O-])N([NH])O[C]1N2C(=O)C2=c3c1c(N=N)cc1-c4c5[C]6C(=c31)[C]1C2=NNNN1N([NH])C6=C(N=N)C1=c5c(=C2N3[C]1ON[N]c1c3c(N(O2)[NH])cc(c1)C(=O)[O-])c(c4)N=N.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;5033210,Zn.AQKMZWOPLRVDFM.BWWWYFPPHQNXIK.WHWSTPSIZLQGTF.MOFkey-v1.pcu
5033211,N=Nc1c(N=N)c(c2nnc(nn2)c2c(N=N)c(N=N)c(c(c2N=N)N=N)C(=O)[O-])c(cc1C(=O)[O-])N=N.N=Nc1c(N=N)c(ccc1C(=O)[O-])c1nnc(nn1)c1cc(N=N)c(c(c1N=N)N=N)C(=O)[O-].N=Nc1cc2c(cc1C(=O)[O-])N([NH])O[C]1N2C(=O)C2=c3c1c(N=N)cc1-c4c5[C]6C(=c31)[C]1C2=NNNN1N([NH])C6=C(N=N)C1=c5c(=C2N3[C]1ON[N]c1c3c(N(O2)[NH])cc(c1)C(=O)[O-])c(c4)N=N.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5033211,Zn.AQKMZWOPLRVDFM.BWWWYFPPHQNXIK.WHWSTPSIZLQGTF.MOFkey-v1.pcu
5033212,N=Nc1c(N=N)c(c2nnc(nn2)c2c(N=N)c(N=N)c(c(c2N=N)N=N)C(=O)[O-])c(cc1C(=O)[O-])N=N.N=Nc1c(N=N)c(ccc1C(=O)[O-])c1nnc(nn1)c1cc(N=N)c(c(c1N=N)N=N)C(=O)[O-].N=Nc1cc2c(cc1C(=O)[O-])N([NH])O[C]1N2C(=O)C2=c3c1c(N=N)cc1-c4c5[C]6C(=c31)[C]1C2=NNNN1N([NH])C6=C(N=N)C1=c5c(=C2N3[C]1ON[N]c1c3c(N(O2)[NH])cc(c1)C(=O)[O-])c(c4)N=N.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5033212,Zn.AQKMZWOPLRVDFM.BWWWYFPPHQNXIK.WHWSTPSIZLQGTF.MOFkey-v1.pcu
