5054871,* MOFid-v1.NA.NA;5054871,
5054978,COc1c(OC)c(cc2c1cc(C(=O)[O-])c(c2OC)[O])C(=O)[O-].[CH3].COc1cc(C(=O)[O-])c(c(c1N1C(=O)c2c(OC)cc3c4c2c(C1=O)c([O])c(c4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])OC)OC)[O].[CH3].COc1nccc2c1ccnc2.[Zn][Zn] MOFid-v1.pcu.cat0;5054978,Zn.FSRPKPRYKAXGIC.XOSHXEAZUGAYRO.YJLRAXSIPJJDIY.MOFkey-v1.pcu
5054979,COc1cc(c(cc1C(=O)O)OC)N1C(=O)c2cc(OC)c3c4c2c(C1=O)c(OC)cc4C(=O)N(C3=O)c1c(OC)cc(cc1OC)C(=O)[O-].COc1cc2c(cc1C(=O)[O-])c(OC)c(c(c2OC)C(=O)[O-])OC.[CH2]OC1=N[CH]c2c([CH]1)cncc2OC.[Zn][Zn] MOFid-v1.pcu.cat0;5054979,Zn.QRMVQAIKWUQCHS.UTOLGJLPNUWWLU.XXWMXAHTAAKVJE.MOFkey-v1.pcu
5054980,COC1=N[CH]C(=C2C1=C([O])C(=N[CH]2)O[CH2])OC.COc1c(OC)c(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-].COc1cc(c(cc1C(=O)[O-])OC)N1C(=O)c2ccc3c4c2c(C1=O)c(OC)c(c4C(=O)N(C3=O)c1cc(OC)c(c(c1)OC)C(=O)O)OC.[Zn][Zn] MOFid-v1.pcu,sql.cat0;5054980,Zn.IQRNBFIVXPDOMO.MJSMYKRTLLNUHD.UBPLCANZZMOGKQ.MOFkey-v1.pcu
5054981,[CH2]OC1=[N]=C(OC)C2=CC(=[N]=C(C2=C1)OC)O.[Zn][Zn] MOFid-v1.pcu,sql.cat0;5054981,Zn.CQJGGPSISZVJIA.MOFkey-v1.pcu
5054982,* MOFid-v1.NA.NAno_mof;5054982,NA.MISSING_LINKERS.MOFkey-v1
5054983,CCOc1cc(ccc1C(=O)[O-])N1C(=O)c2cc(O[CH2])c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccc(cc1O[CH2])C(=O)[O-])OCC.CCOc1ncc(c2c1ccnc2)OCC.[Zn][Zn] MOFid-v1.pcu.cat0;5054983,Zn.JZWJDTGTVGACDW.UEBALSDAGSXOIC.MOFkey-v1.pcu
5054984,CCOC1=NC=[C]c2c1ccnc2O[C].CCOc1cc(C(=O)[O-])c(c2c1c(OCC)c(cc2)C(=O)[O-])O[CH2].CCOc1cc(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054984,Zn.CJUFCPINZBGRNI.GBXNSHAWHVRMJE.KAACNQAATFRSAI.MOFkey-v1.pcu
5054985,CCOc1cc(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-].CCOc1ncc(c(c1)N1C(=O)c2c(OCC)c(OCC)c3c4c2c(C1=O)c(OCC)c(c4C(=O)N(C3=O)c1ccncc1OCC)OCC)OCC.[Zn][Zn] MOFid-v1.pcu.cat0;5054985,Zn.KAACNQAATFRSAI.MIHFBTOUPUKCBW.MOFkey-v1.pcu
5054986,* MOFid-v1.NA.NAno_mof;5054986,NA.MISSING_LINKERS.MOFkey-v1
5054987,* MOFid-v1.NA.NAno_mof;5054987,NA.MISSING_LINKERS.MOFkey-v1
5054988,N=NC1=C(C(=O)[O-])[C](N=N)c2c3=C1N([NH])NN=c3c(c(c2N=N)N=N)C(=O)[O-].N=NC1=N[C]2N3N[NH]3[N]C3=C2C(=C1)C(=N[CH]3)N=N.N=Nc1cc2C(=O)N3c4ccc(cc4[N]NO[C]3c3c2c2c1C(=O)N(c1ccc(cc1)C(=O)[O-])C(=O)c2cc3N=N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054988,Zn.KHURLZYVWHUQQF.SFHMTQDGCSIDFB.VTBDKGHUANINQT.MOFkey-v1.pcu
5054989,* MOFid-v1.NA.NA;5054989,
5054990,* MOFid-v1.NA.NA;5054990,
5054991,N=NC1=C(C(=O)[O-])C2=NNNN3[C]2C(=C1)N1C(=O)c2c(N=N)cc4c5c2c([C]1O3)c(N=N)cc5C(=O)N1[C]4ON([NH])c2c1cc(c(c2)C(=O)[O-])N=N.N=Nc1c(ccc2c1ccc(c2N=N)C(=O)[O-])C(=O)[O-].[CH]1C(=[N]=C(c2c1cncc2)N=N)N=N.[Zn][Zn] MOFid-v1.pcu.cat0;5054991,Zn.PRHPLPDRTONARY.XXWRQEYBTJXYKQ.ZUKSZRZIVGMGFB.MOFkey-v1.pcu
5054992,N=Nc1cc(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-].N=Nc1cc2c(cc1C(=O)[O-])[N]NO[C]1N2C(=O)c2ccc3c4c2c1c(N=N)c(c4C(=O)N1[C]3ON([NH])c2c1ccc(c2)C(=O)[O-])N=N.N=Nc1ncc(c2c1ccnc2)N=N.[Zn][Zn] MOFid-v1.pcu.cat0;5054992,Zn.PACQWSOSAIVNAV.QOUHBWXFNMLGBD.YKOXYHAPBSAPNL.MOFkey-v1.pcu
5054993,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054993,Zn.ABMFBCRYHDZLRD.IBRPEOCBRYYINT.YNACRJFIOLJWEO.MOFkey-v1.pcu
5054994,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5054994,Zn.ABMFBCRYHDZLRD.IBRPEOCBRYYINT.YNACRJFIOLJWEO.MOFkey-v1.pcu
5054995,[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn].c1ccc2c(c1)nccn2 MOFid-v1.pcu.cat0;5054995,Zn.ABMFBCRYHDZLRD.XSCHRSMBECNVNS.YNACRJFIOLJWEO.MOFkey-v1.pcu
5054996,Fc1cc(F)c2c(c1)nc(cn2)F.Fc1ccc2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(c(c1F)F)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5054996,Zn.NMIDQFLNAQTRBA.WZECCDSJZJMZKU.ZGYJXQABFINZQH.MOFkey-v1.pcu
5054997,Fc1cc(F)c2c(c1)ncc(n2)F.[O-]C(=O)c1ccc(c(c1F)F)N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)c(c(c1)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1)N1C(=O)c2cc(F)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccc(c(c1)F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;5054997,Zn.JXDYBSRCIKVFHG.LXVMXWNWIFSDLQ.RPVDGHPFDSKEGC.MOFkey-v1.pcu
5054998,Fc1cc(F)c2c(c1)ncc(n2)F.[O-]C(=O)c1ccc(c(c1F)F)N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)c(c(c1)F)C(=O)[O-])F.[O-]C(=O)c1ccc(cc1)N1C(=O)c2cc(F)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccc(c(c1)F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat1;5054998,Zn.JXDYBSRCIKVFHG.LXVMXWNWIFSDLQ.RPVDGHPFDSKEGC.MOFkey-v1.pcu
5054999,Fc1cnc2c(n1)c(F)ccc2.[O-]C(=O)C1=CC(=C(C=[C]1)N1C(=O)c2ccc3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])F)F.[O-]C(=O)C1=c2ccc(c(c2=C([C]=C1F)C(=O)[O-])F)F.[Zn][Zn] MOFid-v1.pcu.cat0;5054999,Zn.CBNGQDHFAALUDI.HQBIERUXWGXROW.UWXFPTGHHBUBFC.MOFkey-v1.pcu
5055,* MOFid-v1.NA.NA;5055,
5055000,Fc1ccc2c(c1)nc(cn2)F.[O-]C(=O)C1=C(F)[C]=C(c2c1cccc2F)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C(=C1)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055000,Zn.BILBVHIRWGJYKA.DXVHIUOHXNHMBI.NDSUDJUTLGOENR.MOFkey-v1.pcu
5055001,FOC(=O)c1ccc(c2c1[C]=CC=C2)C(=O)[O-].Fc1cc(cc(c1N1C(=O)c2c(F)cc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F)C(=O)[O-].Fc1ncc(c(c1)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1c(F)cnc(c1F)F)F.[Zn][Zn] MOFid-v1.pcu.cat0;5055001,Zn.FXMUZMKFAKVYKJ.KQXCPBQXTSKCPE.KVULLDWYLWJNIZ.MOFkey-v1.pcu
5055002,FOC(=O)c1ccc(c2=CC=C[C]=c12)C(=O)[O-].Fc1cc(cc(c1N1C(=O)c2c(F)cc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-])F)C(=O)[O-].Fc1ncc(c(c1)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1c(F)cnc(c1F)F)F.[Zn][Zn] MOFid-v1.pcu.cat1;5055002,Zn.FXMUZMKFAKVYKJ.KQXCPBQXTSKCPE.KVULLDWYLWJNIZ.MOFkey-v1.pcu
5055003,* MOFid-v1.NA.NAno_mof;5055003,NA.MISSING_LINKERS.MOFkey-v1
5055004,* MOFid-v1.NA.NAno_mof;5055004,NA.MISSING_LINKERS.MOFkey-v1
5055005,* MOFid-v1.NA.NAno_mof;5055005,NA.MISSING_LINKERS.MOFkey-v1
5055006,* MOFid-v1.NA.NAno_mof;5055006,NA.MISSING_LINKERS.MOFkey-v1
5055007,* MOFid-v1.NA.NAno_mof;5055007,NA.MISSING_LINKERS.MOFkey-v1
5055008,BrC1=C[C]=c2c(=C1)nccn2.[Zn][Zn] MOFid-v1.pcu.cat0;5055008,Zn.QXKGBYREHSFWJD.MOFkey-v1.pcu
5055009,BrO[C]1N(C2=[C]C=C(C=[C]2)C(=O)[O-])C(=c2c3c1c(Br)c(Br)c1c3c(c(c2)Br)c(=O)n(c1OBr)C1=C[C]=C(C=[C]1)C(=O)[O-])OBr.[Br].Brc1ccc2c(c1)nc(c(n2)Br)Br.[O-]C(=O)C1=C2[C]=[C]C=[C]C2=C(C(=[C]1)Br)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu,sql.cat0;5055009,Zn.LPWUQLNXBNVIMC.TXVLOOSUFGRPOS.YZDDMPXHHZIURL.MOFkey-v1.pcu
5055010,BrO[C]1C2=C(Br)C=C3[C]4C2=C(C(=O)N1C1=[C]C=C(C=C1)C(=O)[O-])C=CC4=C(N([C]3OBr)C1=[C]C(=C(C=[C]1)C(=O)[O-])Br)OBr.BrO[C]1N(C2=[C][C]=C(C=C2)C(=O)[O-])C(=O)c2c3c1cc(Br)c1c3c(cc2)C(=O)N(C1=O)C1=C[C]=C(C=C1)C(=O)[O-].Brc1ccc2c(c1)nccn2.[Zn][Zn] MOFid-v1.pcu.cat0;5055010,Zn.JJKMFDOHRPVNJE.NOYFLUFQGFNMRB.QNRIDSOUKJEEDX.MOFkey-v1.pcu
5055011,BrO[C]1C2=C(Br)C=C3[C]4C2=C(C(=O)N1C1=[C]C=C(C=C1)C(=O)[O-])C=CC4=C(N([C]3OBr)C1=[C]C(=C(C=[C]1)C(=O)[O-])Br)OBr.BrO[C]1N(C2=[C][C]=C(C=C2)C(=O)[O-])C(=O)c2c3c1cc(Br)c1c3c(cc2)C(=O)N(C1=O)C1=C[C]=C(C=C1)C(=O)[O-].Brc1ccc2c(c1)nccn2.[Zn][Zn] MOFid-v1.pcu.cat1;5055011,Zn.JJKMFDOHRPVNJE.NOYFLUFQGFNMRB.QNRIDSOUKJEEDX.MOFkey-v1.pcu
5055012,Brc1cnc2=CC(=C([C]=c2n1)Br)Br.[Zn][Zn] MOFid-v1.pcu.cat0;5055012,Zn.XEBDYAFKDKPYSN.MOFkey-v1.pcu
5055013,BrC1=C[C]=c2c(=C1)ncc(n2)Br.[Zn][Zn] MOFid-v1.pcu,sql.cat0;5055013,Zn.KYBARTNOHCHEHZ.MOFkey-v1.pcu
5055014,Cc1cnc2c(n1)cc(c(c2C)C)C.[O-]C(=O)c1ccc(cc1)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)cc4C(=O)N([C]3)c1ccc(cc1C)C(=O)[O-].[O-]C(=O)c1ccc(cc1C)N1C(=O)c2ccc3c4c2c(C1=O)c(C)c(c4C(=O)N(C3=O)c1ccc(c(c1)C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0;5055014,Zn.HTOJSFOCIFXJFC.KWDAGUZEGOFJIN.YVUXDNIPYVGQBO.MOFkey-v1.pcu
5055015,Cc1cnc2c(n1)cc(c(c2C)C)C.[O-]C(=O)c1ccc(cc1)N1C(=O)c2c(C)cc3c4c2c(C1=O)c(C)cc4C(=O)N([C]3)c1ccc(cc1C)C(=O)[O-].[O-]C(=O)c1ccc(cc1C)N1C(=O)c2ccc3c4c2c(C1=O)c(C)c(c4C(=O)N(C3=O)c1ccc(c(c1)C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat1;5055015,Zn.HTOJSFOCIFXJFC.KWDAGUZEGOFJIN.YVUXDNIPYVGQBO.MOFkey-v1.pcu
5055016,CC1=CC2=[C]N([C]C3=CC(=C4C(=C1[C]N(C4=O)c1cc(C)c(cc1C)C(=O)[O-])[C]23)C)c1c(C)cc(c(c1C)C)C(=O)[O-].Cc1cc(C)c2c(c1)nc(c(n2)C)C.[O][C]c1c(C)cc(c2c1c(C)c(cc2)C)C(=O)[O-].[O].[Zn][Zn] MOFid-v1.pcu.cat0;5055016,Zn.FVCLUSUWNWFRGH.IDPMANGFMKPRCP.QSHSXYDFGHLAGY.MOFkey-v1.pcu
5055017,Cc1cnc2c(n1)cccc2C.[O-]C(=O)C1=[C]C=C(C(=C1)C)N1[C]c2c(C)c(C)c3c4c2c(C1=O)c(C)c(c4C(=O)N([C]3)c1cc(C)c(cc1C)C(=O)[O-])C.[O-]C(=O)c1ccc(cc1C)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1cc(C)c(c(c1)C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0;5055017,Zn.GUZOJBWWSBCFRH.JTOURYZRJOVMSO.MQCMZRPAZUYGMX.MOFkey-v1.pcu
5055018,Cc1cnc2c(n1)cccc2C.[O-]C(=O)C1=[C]C=C(C(=C1)C)N1[C]c2c(C)c(C)c3c4c2c(C1=O)c(C)c(c4C(=O)N([C]3)c1cc(C)c(cc1C)C(=O)[O-])C.[O-]C(=O)c1ccc(cc1C)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1cc(C)c(c(c1)C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat1;5055018,Zn.GUZOJBWWSBCFRH.JTOURYZRJOVMSO.MQCMZRPAZUYGMX.MOFkey-v1.pcu
5055019,Cc1ccc2c(c1)c(C(=O)[O-])c(c(c2C(=O)[O-])C)C.Cc1cnc2c(n1)c(C)c(c(c2)C)C.[O-]C(=O)c1ccc(cc1)N1C(=O)C2=C(C)C=C3[C]4C2=C(C1=O)C(=CC4=[C]N([C]3)c1c(C)cc(c(c1C)C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0;5055019,Zn.IJUVBWRBNLCJOS.NGGMHVWLOJPJCL.RYQOXMHIOKDKIA.MOFkey-v1.pcu
5055020,CCc1c(ccc(c1CC)N1[C]c2cc(CC)c3c4c2c(C1=O)c(CC)c(c4C(=O)N([C]3)c1cc([CH2])c(c(c1CC)CC)C(=O)[O-])CC)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055020,Zn.KUDDFSFCVHLQMJ.MOFkey-v1.pcu
5055021,* MOFid-v1.NA.NA;5055021,
5055022,* MOFid-v1.NA.NAno_mof;5055022,NA.MISSING_LINKERS.MOFkey-v1
5055023,CCc1cc(ccc1N1[C]c2c(CC)cc3c4c2c(C1=O)ccc4[C]N(C3=O)c1ccc(cc1CC)C(=O)[O-])C(=O)[O-].[CH2]C.[Zn][Zn] MOFid-v1.pcu.cat0;5055023,Zn.ZYGGIUXIIPZEKY.MOFkey-v1.pcu
5055024,* MOFid-v1.NA.NA;5055024,
5055025,* MOFid-v1.NA.NA;5055025,
5055026,* MOFid-v1.NA.NA;5055026,
5055027,Nc1nc2c(nc1N)ccc(c2N)N.[O-]C(=O)c1ccc(c(c1N)N)N1[C]c2c(N)cc3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1cc(N)c(c(c1N)N)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2cc(N)c3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1c(N)cc(c(c1N)N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055027,Zn.FXYIGAQXPQADQB.PYGDNLGZSFIDCU.WBKQHPTWMLXWRL.MOFkey-v1.pcu
5055028,[O-]C(=O)c1c(N)cc(c2c1cccc2[NH])C(=O)[O-].Nc1cc([NH3])c2c(c1)ncc(n2)N.[O-]C(=O)c1ccc(cc1)N1C(=O)c2cc(N)c3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055028,Zn.ALQCZWLNRXYQCP.UXROWYSUVBFFJX.MOFkey-v1.pcu
5055029,* MOFid-v1.NA.NA;5055029,
5055030,Nc1ccc2c(c1)c(C(=O)[O-])c(cc2C(=O)[O-])N.Nc1nccc(c1)N1C(=O)c2ccc3c4c2c(C1=O)c(N)c(c4C(=O)N(C3=O)c1c(N)c(N)nc(c1N)N)N.[O][C]c1cc(N)c(c2c1c(N)c(N)cc2N)[C][O].[O].[O].[Zn][Zn] MOFid-v1.pcu.cat0;5055030,Zn.ADIQLCNMQTWIEI.UKKOIBQDLQPEAJ.ZJMNTFWXVMLYBK.MOFkey-v1.pcu
5055031,Nc1cc(C(=O)[O-])c(c(c1N1C(=O)c2cc(N)c3c4c2c(C1=O)c(N)cc4C(=O)N(C3=O)c1c(N)cc(c(c1N)N)C(=O)[O-])N)N.Nc1ccc2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].Nc1ccc2c(c1)nc(cn2)N.[Zn][Zn] MOFid-v1.pcu.cat0;5055031,Zn.AJSUNQDKCGPZQA.KAGGKZOQCLWOOB.NLUGCGXTKIUSHY.MOFkey-v1.pcu
5055032,* MOFid-v1.NA.NA;5055032,
5055033,OO[C]1N(C2=C[CH]N=C([C]2)O)C(=O)[C]2c3c1cc(O)c1=C(OO)N([C](C(=c31)C(=C2O)O)OO)C1=[C]C(=NC=[C]1)O.OO[C]1N(C2=[C]C(=C([C]=[C]2)C(=O)[O-])O)C(=c2c3c1c(O)cc1c3c(c(c2O)O)c(=O)n(c1OO)C1=[C]C=C(C(=C1O)O)C(=O)[O-])OO.Oc1ccc2c(c1)C(=[C]C=C2C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055033,Zn.CCJZCQWIGMEMSP.KSMVMNWMKAZQEP.RUPYUNVMNSCKHK.MOFkey-v1.pcu
5055034,Oc1ccc2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].Oc1cnc2c(n1)cc(c(c2O)O)O.[O-]C(=O)c1ccc(cc1O)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccc(c(c1O)O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat0;5055034,Zn.AIZOILZGQJPTBE.PZSYRAUAAPCZRT.SUEUVZQDCVXNDS.MOFkey-v1.pcu
5055035,OO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccc(c(c1)O)C(=O)[O-].Oc1cnc2c(n1)c(O)c(cc2O)O.[O-]C(=O)c1ccc(c(c1O)O)N1C(=O)c2c(O)cc3c4c2c(C1=O)c(O)c(c4C(=O)N(C3=O)c1cc(O)c(c(c1O)O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat0;5055035,Zn.ALLFNQCOGAJIAG.QSPVJEFRBPVFJD.VZDURVDFJKSSNH.MOFkey-v1.pcu
5055036,OO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccc(c(c1)O)C(=O)[O-].Oc1cnc2c(n1)c(O)c(cc2O)O.[O-]C(=O)c1ccc(c(c1O)O)N1C(=O)c2c(O)cc3c4c2c(C1=O)c(O)c(c4C(=O)N(C3=O)c1cc(O)c(c(c1O)O)C(=O)[O-])O.[Zn][Zn] MOFid-v1.pcu.cat1;5055036,Zn.ALLFNQCOGAJIAG.QSPVJEFRBPVFJD.VZDURVDFJKSSNH.MOFkey-v1.pcu
5055037,* MOFid-v1.NA.NA;5055037,
5055038,N#CC1=C(C#N)C2=C3OC(=[N])C4=CC(=C(C5=C(O[C](C6=CC=C7C(=C1C(=O)N1[C]7OC(=C7[C]1C=C(C#N)C(=C7C#N)C(=O)[O-])[N])[C]26)N3[C]45)[N])C#N)C(=O)[O-].N#Cc1cc2c(ccc(c2cc1C#N)C(=O)[O-])C(=O)[O-].N#Cc1ccc2c(c1)nccn2.[Zn][Zn] MOFid-v1.pcu.cat0;5055038,Zn.BWNDBERHYFKGPA.GAJLAUGBEKMXCS.IFIJAECRUMYOAH.MOFkey-v1.pcu
5055039,* MOFid-v1.NA.NA;5055039,
5055040,N#CC1=C(C=C[C]2C1=C([N])O[C]1N2C(=O)c2c3c1c(C#N)c(C#N)c1c3c(cc2)C(=O)N(C1=O)c1ccc(c(c1)C#N)C(=O)[O-])C(=O)[O-].N#Cc1cc2c(C(=O)[O-])c(C#N)cc(c2cc1C#N)C(=O)[O-].N#Cc1ccc2c(c1)ncc(n2)C#N.[Zn][Zn] MOFid-v1.pcu.cat0;5055040,Zn.CJUIQPOQGRPNCO.GLAWXFUGKKNUNG.NEBVWHBXXFPKQK.MOFkey-v1.pcu
5055041,* MOFid-v1.NA.NAno_mof;5055041,NA.MISSING_LINKERS.MOFkey-v1
5055042,* MOFid-v1.NA.NAno_mof;5055042,NA.MISSING_LINKERS.MOFkey-v1
5055043,* MOFid-v1.NA.NAno_mof;5055043,NA.MISSING_LINKERS.MOFkey-v1
5055044,N=NC1=N[CH]C=C([CH]1)N1C(=O)c2c(N=N)c(N=N)c3c4c2c(C1=O)c(N=N)cc4C(=O)N1[C]3ON2NN[N]c3c2c1ccn3.N=Nc1cc(C(=O)[O-])c2c(c1C(=O)[O-])cccc2.N=Nc1ccc2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055044,Zn.BSLJQANMHOHPFQ.BWYRKZWVTZXSCS.ZLMRITFDCFSSCF.MOFkey-v1.pcu
5055045,N=NC1=[N]=C2[N]NNN3C2=C([CH]1)N1[C](O3)c2ccc3c4c2c(C1=O)c1=NNNN=c1c4[C]1N(C3=O)C2=C3N(O1)NN[N]C3=[N]=C([CH]2)N=N.N=Nc1cc2c(C(=O)[O-])c(N=N)cc(c2cc1N=N)C(=O)[O-].N=Nc1ccc2c(c1)c(cc(c2C(=O)[O-])N=N)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055045,Zn.LTORINXVMAAXBC.UJZBWSFZHDIOPN.ZRRFPTKTYWFFGT.MOFkey-v1.pcu
5055046,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn].c1ccc2c(c1)nc1c(n2)cccc1 MOFid-v1.pcu.cat0;5055046,Zn.FDFGHPKPHFUHBP.PCNDJXKNXGMECE.YNACRJFIOLJWEO.MOFkey-v1.pcu
5055047,FC1=[C]c2c(C=C1F)c(C(=O)[O-])c1c(c2C(=O)[O-])c(F)c(c(c1)F)F.Fc1cccc2c1nc1c(F)ccc(c1n2)F.[O-]C(=O)C1=C(F)C(=C(C(=[C]1)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-])F)F.[Zn][Zn] MOFid-v1.pcu.cat0;5055047,Zn.GAVIXVPBEJZSQH.RQRDBJJKVGANDO.VUNLRGKNPNRHLD.MOFkey-v1.pcu
5055048,Fc1cc2nc3c(nc2c(c1F)F)c(F)c(c(c3F)F)F.[O-]C(=O)c1c2c(F)cc(c(c2c(c2c1c(F)cc(c2F)F)C(=O)[O-])F)F.[O-]C(=O)c1ccc(cc1)N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1ccc(cc1F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat0;5055048,Zn.FQMZOACIKBNSGY.RCIQMXCCOMMTJP.XEZIYQYNLYTVRF.MOFkey-v1.pcu
5055049,Fc1cc(F)c2c(c1)nc1c(n2)c(F)cc(c1)F.Fc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1F)F.[O-]C(=O)c1ccc(c(c1)F)N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1cc(F)c(cc1F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0;5055049,Zn.GWQOIECKRSYVIV.JQIWLHWVONFZAC.QWFRCWLUDMURBE.MOFkey-v1.pcu
5055050,* MOFid-v1.NA.NAno_mof;5055050,NA.MISSING_LINKERS.MOFkey-v1
5055051,* MOFid-v1.NA.NAno_mof;5055051,NA.MISSING_LINKERS.MOFkey-v1
5055052,Clc1cc2nc3c(Cl)cc(c(c3nc2c(c1Cl)Cl)Cl)Cl.ClC1=[C]c2c(C=C1)c(C(=O)[O-])c1c(c2C(=O)[O-])C(=CC=[C]1)Cl.ClO[C]1N(C2=[C]C=C([C]=[C]2)C(=O)[O-])C(=c2c3c1ccc1c3c(cc2)c(=O)n(c1OCl)C1=[C][C]=C([C]=C1)C(=O)[O-])OCl.[Zn][Zn] MOFid-v1.ERROR.cat0;5055052,Zn.RLYSDMXHCFEOPQ.MOFkey-v1.ERROR
