5062108,* MOFid-v1.NA.NA;5062108,
5062289,[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].ClN=CC=N.[O-]C(=O)C=CC=C(C(=O)[O-])Cl MOFid-v1.UNKNOWN.cat0;5062289,Cu.OZNNVVBQWHRHHH.SUBMWYYPTFBYEB.MOFkey-v1.UNKNOWN
5062290,* MOFid-v1.NA.NA;5062290,
5062291,ClN=CC(=NCl)Cl.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062291,Cu.IVHBREJLPGXBAS.UQYYVBREYGINJK.MOFkey-v1.pcu
5062292,ClN=CC(=NCl)Cl.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062292,Cu.IVHBREJLPGXBAS.UQYYVBREYGINJK.MOFkey-v1.pcu
5062293,ClN=CC(=NCl)Cl.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat2;5062293,Cu.IVHBREJLPGXBAS.UQYYVBREYGINJK.MOFkey-v1.pcu
5062294,ClN=CC(=NCl)Cl.O=C1C#CC#CC#CC(=O)O[C](C#CC#C[C](OC(=O)C#CC#CC#CC(=O)O[C](C#CC#C[C](O1)C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5062294,Cu.UQYYVBREYGINJK.VCWNSOQCZNPGGN.MOFkey-v1.UNKNOWN
5062295,ClN=CC=N.[Cu][Cu].[O-]C(=O)C=CC(=C(C(=O)[O-])Cl)Cl.[O-]C(=O)C=CC(=CC(=O)[O-])Cl MOFid-v1.pcu.cat0;5062295,Cu.ICMVYBXQDUXEEE.SOSGLWHQVQUMLM.UVHUTTKJUYGQNM.MOFkey-v1.pcu
5062296,BrC(=CC(=O)[O-])C(=CC(=O)[O-])Br.N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062296,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.RHHCUCUGQPHWRC.MOFkey-v1.pcu
5062297,BrC(=CC(=O)[O-])C(=CC(=O)[O-])Br.N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062297,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.RHHCUCUGQPHWRC.MOFkey-v1.pcu
5062298,BrC(=CC(=O)[O-])C(=CC(=O)[O-])Br.N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat2;5062298,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.RHHCUCUGQPHWRC.MOFkey-v1.pcu
5062299,N=CC=N.O=C1C#CC#CC#CC2([O])OC(=O)C(O2)C(=C(Br)C(OC(=O)C#CC#CC#CC2(OC(C(=C(C(O1)C(=O)[O-])Br)Br)C(=O)O2)[O])C(=O)[O-])Br.[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5062299,Cu.KYMVBVBRCRFHIE.VOZNEBBKZWOSQI.MOFkey-v1.UNKNOWN
5062300,BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=C(C=C(C(=O)[O-])Br)Br MOFid-v1.pcu.cat0;5062300,Cu.IVHBREJLPGXBAS.OVITXTRWTDLXEO.QLUJDLBYXDIUFP.MOFkey-v1.pcu
5062301,BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=C(C=C(C(=O)[O-])Br)Br MOFid-v1.pcu.cat1;5062301,Cu.IVHBREJLPGXBAS.OVITXTRWTDLXEO.QLUJDLBYXDIUFP.MOFkey-v1.pcu
5062302,BrC(=NBr)C=[N].[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].BrBr.[O-]C(=O)[C]=CC(=CC(=O)[O-])Br MOFid-v1.pcu.cat2;5062302,Cu.NBRUHFOOHJTIEA.NNYWSUBQMQYYDL.SEPWSTAGFKYICW.MOFkey-v1.pcu
5062303,BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])Br MOFid-v1.pcu.cat0;5062303,Cu.FHDLAARKYMIOCW.IVHBREJLPGXBAS.OVITXTRWTDLXEO.MOFkey-v1.pcu
5062304,BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])Br MOFid-v1.pcu.cat1;5062304,Cu.FHDLAARKYMIOCW.IVHBREJLPGXBAS.OVITXTRWTDLXEO.MOFkey-v1.pcu
5062305,BrN=CC(=[N])Br.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].BrBr.[O-]C(=O)C=CC=[C]C(=O)[O-] MOFid-v1.pcu.cat2;5062305,Cu.FPYKLZCQFJNTBQ.PYNBYXRSMPHIQX.SEPWSTAGFKYICW.MOFkey-v1.pcu
5062306,BrC(=CC(=O)[O-])C(=CC(=O)[O-])Br.BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062306,Cu.IVHBREJLPGXBAS.OVITXTRWTDLXEO.RHHCUCUGQPHWRC.MOFkey-v1.pcu
5062307,BrC(=CC(=O)[O-])C(=CC(=O)[O-])Br.BrN=CC(=NBr)Br.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062307,Cu.IVHBREJLPGXBAS.OVITXTRWTDLXEO.RHHCUCUGQPHWRC.MOFkey-v1.pcu
5062308,BrC(=NBr)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062308,Cu.IVHBREJLPGXBAS.LVGUTJXXZXVSML.MOFkey-v1.pcu
5062309,BrC(=NBr)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062309,Cu.IVHBREJLPGXBAS.LVGUTJXXZXVSML.MOFkey-v1.pcu
5062310,BrC(=NBr)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat2;5062310,Cu.IVHBREJLPGXBAS.LVGUTJXXZXVSML.MOFkey-v1.pcu
5062311,BrC(=NBr)C=N.O=C1C#CC#CC#CC(=O)O[C]([C]C#C[C][C](OC(=O)C#CC#CC#CC(=O)O[C]([C]C#C[C][C](O1)C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5062311,Cu.LVGUTJXXZXVSML.VCWNSOQCZNPGGN.MOFkey-v1.UNKNOWN
5062312,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat0;5062312,Cu.AOIAFNUHFDMYJG.IVHBREJLPGXBAS.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5062313,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat1;5062313,Cu.AOIAFNUHFDMYJG.IVHBREJLPGXBAS.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5062314,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat0;5062314,Cu.AOIAFNUHFDMYJG.IVHBREJLPGXBAS.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5062315,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat1;5062315,Cu.AOIAFNUHFDMYJG.IVHBREJLPGXBAS.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5062316,CC(=N)C(=N)C.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])C MOFid-v1.pcu.cat0;5062316,Cu.IVHBREJLPGXBAS.LEQDZBVDPGNGMH.QHTBEPXLLPUTBL.MOFkey-v1.pcu
5062317,CC(=N)C(=N)C.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])C MOFid-v1.pcu.cat1;5062317,Cu.IVHBREJLPGXBAS.LEQDZBVDPGNGMH.QHTBEPXLLPUTBL.MOFkey-v1.pcu
5062318,CC(=N)C(=N)C.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])C MOFid-v1.pcu.cat2;5062318,Cu.IVHBREJLPGXBAS.LEQDZBVDPGNGMH.QHTBEPXLLPUTBL.MOFkey-v1.pcu
5062319,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat0;5062319,Cu.AOIAFNUHFDMYJG.IVHBREJLPGXBAS.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5062320,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat1;5062320,Cu.AOIAFNUHFDMYJG.IVHBREJLPGXBAS.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5062321,CN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat2;5062321,Cu.AOIAFNUHFDMYJG.IVHBREJLPGXBAS.VCPQFDRBOZTBAO.MOFkey-v1.pcu
5062322,N=CC(=N)C.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat0;5062322,Cu.IVHBREJLPGXBAS.VCPQFDRBOZTBAO.VNGZHUDFCBVMIC.MOFkey-v1.pcu
5062323,N=CC(=N)C.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])C MOFid-v1.pcu.cat1;5062323,Cu.IVHBREJLPGXBAS.VCPQFDRBOZTBAO.VNGZHUDFCBVMIC.MOFkey-v1.pcu
5062324,CCC(=CC=C(C(=O)[O-])CC)C(=O)[O-].N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062324,Cu.AROFMERJBWWVFM.IVHBREJLPGXBAS.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062325,CCC(=CC=C(C(=O)[O-])CC)C(=O)[O-].N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062325,Cu.AROFMERJBWWVFM.IVHBREJLPGXBAS.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062326,CCC(=CC=C(C(=O)[O-])CC)C(=O)[O-].N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat2;5062326,Cu.AROFMERJBWWVFM.IVHBREJLPGXBAS.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062327,CCC(=CC=C(C(=O)[O-])CC)C(=O)[O-].N#CC#CC#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat3;5062327,Cu.AROFMERJBWWVFM.IVHBREJLPGXBAS.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062328,CCC(=CC(=O)[O-])C=CC(=O)[O-].CCC(=N[CH2])C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062328,Cu.HGPINVBEQXQJRL.IVHBREJLPGXBAS.LRKJBUGXOFDDEY.MOFkey-v1.pcu
5062329,CCC(=CC(=O)[O-])C=CC(=O)[O-].CCC(=N[CH2])C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062329,Cu.HGPINVBEQXQJRL.IVHBREJLPGXBAS.LRKJBUGXOFDDEY.MOFkey-v1.pcu
5062330,CCC(=CC(=O)[O-])C=CC(=O)[O-].[CH2]N=CC=N[CH2].[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062330,Cu.HGPINVBEQXQJRL.IVHBREJLPGXBAS.WMDRNZJZPSWRIE.MOFkey-v1.pcu
5062331,CCC(=CC(=O)[O-])C=CC(=O)[O-].[CH2]N=CC=N[CH2].[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062331,Cu.HGPINVBEQXQJRL.IVHBREJLPGXBAS.WMDRNZJZPSWRIE.MOFkey-v1.pcu
5062332,CCN=C(C=N)CC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062332,Cu.BRKQBHZJVLTQJU.IVHBREJLPGXBAS.MOFkey-v1.pcu
5062333,CCN=C(C=N)CC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062333,Cu.BRKQBHZJVLTQJU.IVHBREJLPGXBAS.MOFkey-v1.pcu
5062334,CCN=C(C=N)CC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat2;5062334,Cu.BRKQBHZJVLTQJU.IVHBREJLPGXBAS.MOFkey-v1.pcu
5062335,CCN=C(C=N)CC.O=C1C#CC#CC#CC(=O)O[C]([C]C#C[C][C](OC(=O)C#CC#CC#CC(=O)O[C]([C]C#C[C][C](O1)C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5062335,Cu.BRKQBHZJVLTQJU.VCWNSOQCZNPGGN.MOFkey-v1.UNKNOWN
5062336,CCC(=C(C(=O)[O-])[CH2])C=CC(=O)[O-].CCN=C(C=N)CC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062336,Cu.BRKQBHZJVLTQJU.IVHBREJLPGXBAS.ZBPTTZDHGGZIHQ.MOFkey-v1.pcu
5062337,CCC(=C(C(=O)[O-])[CH2])C=CC(=O)[O-].CCN=C(C=N)CC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062337,Cu.BRKQBHZJVLTQJU.IVHBREJLPGXBAS.ZBPTTZDHGGZIHQ.MOFkey-v1.pcu
5062338,CCCC(=CC(=O)[O-])C=CC(=O)[O-].[CH2]CN=CC=NC[CH2].[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062338,Cu.IVHBREJLPGXBAS.PKWVEYXFWIFEGE.WBSHKJZWJAVRRA.MOFkey-v1.pcu
5062339,CCCC(=C(C(=O)[O-])CCC)C=CC(=O)[O-].CCCN=C(CCC)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062339,Cu.GVADLZZLTVYWDN.IVHBREJLPGXBAS.YZIAAROMSWBOHG.MOFkey-v1.pcu
5062340,CCCN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062340,Cu.IVHBREJLPGXBAS.TXRGVUOVAXHZST.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062341,CCCN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062341,Cu.IVHBREJLPGXBAS.TXRGVUOVAXHZST.TXXHDPDFNKHHGW.MOFkey-v1.pcu
5062342,CCCC(=CC(=O)[O-])C=CC(=O)[O-].CCCN=CC(=NCCC)CCC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062342,Cu.IVHBREJLPGXBAS.WBSHKJZWJAVRRA.XVDVOTOVBGKVMW.MOFkey-v1.pcu
5062343,CCCC(=CC(=O)[O-])C=CC(=O)[O-].CCCN=CC(=NCCC)CCC.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062343,Cu.IVHBREJLPGXBAS.WBSHKJZWJAVRRA.XVDVOTOVBGKVMW.MOFkey-v1.pcu
5062344,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=CC(=C(C(=O)[O-])N)N)N MOFid-v1.pcu.cat0;5062344,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.UDXUVGRRSMWOBO.MOFkey-v1.pcu
5062345,N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=CC(=C(C(=O)[O-])N)N)N MOFid-v1.pcu.cat1;5062345,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.UDXUVGRRSMWOBO.MOFkey-v1.pcu
5062346,NN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062346,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.ZSISZTGUOLESFH.MOFkey-v1.pcu
5062347,NN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062347,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.ZSISZTGUOLESFH.MOFkey-v1.pcu
5062348,NN=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat2;5062348,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.ZSISZTGUOLESFH.MOFkey-v1.pcu
5062349,N[N]C(=[NH2])C(=N)N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])N MOFid-v1.pcu.cat0;5062349,Cu.IVHBREJLPGXBAS.SNGIMNZIFILMMU.VGAFIZGNMHSNGK.MOFkey-v1.pcu
5062350,N[N]C(=[NH2])C(=N)N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])N MOFid-v1.pcu.cat1;5062350,Cu.IVHBREJLPGXBAS.SNGIMNZIFILMMU.VGAFIZGNMHSNGK.MOFkey-v1.pcu
5062351,N#CC#CC#N.NC(=CC=C(C(=O)[O-])N)C(=O)[O-].[Cu][Cu].[O-]C(=O)C=C(C=C(C(=O)[O-])N)N MOFid-v1.pcu.cat0;5062351,Cu.ACONGMNJTSMRII.IFUCXQUIQWECEO.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062352,N#CC#CC#N.NC(=CC=C(C(=O)[O-])N)C(=O)[O-].[Cu][Cu].[O-]C(=O)C=C(C=C(C(=O)[O-])N)N MOFid-v1.pcu.cat1;5062352,Cu.ACONGMNJTSMRII.IFUCXQUIQWECEO.ZEHZNAXXOOYTJM.MOFkey-v1.pcu
5062353,NC(=CC=C(C(=O)[O-])N)C(=O)[O-].NN=CC(=[NH2])[N]N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062353,Cu.IFUCXQUIQWECEO.IVHBREJLPGXBAS.WPSPDABPZQILPT.MOFkey-v1.pcu
5062354,NC(=CC=C(C(=O)[O-])N)C(=O)[O-].NN=CC(=[NH2])[N]N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062354,Cu.IFUCXQUIQWECEO.IVHBREJLPGXBAS.WPSPDABPZQILPT.MOFkey-v1.pcu
5062355,N=CC=Nc1ccccc1.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=C(C(=CC(=O)[O-])c1ccccc1)c1ccccc1 MOFid-v1.pcu.cat0;5062355,Cu.IVHBREJLPGXBAS.LBFCQLXSMPLICO.OLLNMZMKSCHOCM.MOFkey-v1.pcu
5062356,OC(=NO)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O MOFid-v1.pcu.cat0;5062356,Cu.GVVSVNBWNDRRNE.IVHBREJLPGXBAS.UUOWOPGABJACEC.MOFkey-v1.pcu
5062357,OC(=NO)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O MOFid-v1.pcu.cat1;5062357,Cu.GVVSVNBWNDRRNE.IVHBREJLPGXBAS.UUOWOPGABJACEC.MOFkey-v1.pcu
5062358,OC(=NO)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=C(C(=C(C(=O)[O-])O)O)O MOFid-v1.pcu.cat2;5062358,Cu.GVVSVNBWNDRRNE.IVHBREJLPGXBAS.UUOWOPGABJACEC.MOFkey-v1.pcu
5062359,ON=CC(=NO)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])O MOFid-v1.pcu.cat0;5062359,Cu.IVHBREJLPGXBAS.JBEBGTMCZIGUTK.OPDSVYKGEWMJKL.MOFkey-v1.pcu
5062360,ON=CC(=NO)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])O MOFid-v1.pcu.cat1;5062360,Cu.IVHBREJLPGXBAS.JBEBGTMCZIGUTK.OPDSVYKGEWMJKL.MOFkey-v1.pcu
5062361,ON=C(C(=N)O)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat0;5062361,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.PNWXEBJOZHJHAE.MOFkey-v1.pcu
5062362,ON=C(C(=N)O)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat1;5062362,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.PNWXEBJOZHJHAE.MOFkey-v1.pcu
5062363,ON=C(C(=N)O)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])O MOFid-v1.pcu.cat2;5062363,Cu.DLKZGMNZEDNHKO.IVHBREJLPGXBAS.PNWXEBJOZHJHAE.MOFkey-v1.pcu
5062364,O=C1C#CC#CC#CC2([O])OC(=O)C(O2)C=C(O)C(OC(=O)C#CC#CC#CC2(OC(C=C(C(O1)C(=O)[O-])O)C(=O)O2)[O])C(=O)[O-].ON=C(C(=N)O)O.[Cu][Cu] MOFid-v1.UNKNOWN.cat0;5062364,Cu.CIUCAKJGTWGWIS.PNWXEBJOZHJHAE.MOFkey-v1.UNKNOWN
5062365,N=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=C(C(=O)[O-])O)O MOFid-v1.pcu.cat0;5062365,Cu.IQFNSSXLMQNRQZ.IVHBREJLPGXBAS.YKECSFNZQGAHFU.MOFkey-v1.pcu
5062366,N=CC(=N)O.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC(=C(C(=O)[O-])O)O MOFid-v1.pcu.cat1;5062366,Cu.IQFNSSXLMQNRQZ.IVHBREJLPGXBAS.YKECSFNZQGAHFU.MOFkey-v1.pcu
5062367,ON=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat0;5062367,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.XVPNQHWBHRGHBN.MOFkey-v1.pcu
5062368,ON=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat1;5062368,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.XVPNQHWBHRGHBN.MOFkey-v1.pcu
5062369,ON=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-] MOFid-v1.pcu.cat2;5062369,Cu.IVHBREJLPGXBAS.TXXHDPDFNKHHGW.XVPNQHWBHRGHBN.MOFkey-v1.pcu
5062370,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062370,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.REGWJLCJHBKECZ.MOFkey-v1.pcu
5062371,N#CC(=CC=CC(=O)[O-])C(=O)[O-].N=CC=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062371,Cu.IVHBREJLPGXBAS.KYMVBVBRCRFHIE.REGWJLCJHBKECZ.MOFkey-v1.pcu
5062372,N#CC(=CC(=C(C(=O)[O-])C#N)C#N)C(=O)[O-].N#CN=C(C#N)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062372,Cu.IVHBREJLPGXBAS.KTGMTTJGXDFIKQ.VADCSRWESASFDR.MOFkey-v1.pcu
5062373,N#CC(=CC(=C(C(=O)[O-])C#N)C#N)C(=O)[O-].N#CN=C(C#N)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062373,Cu.IVHBREJLPGXBAS.KTGMTTJGXDFIKQ.VADCSRWESASFDR.MOFkey-v1.pcu
5062374,N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-].N=C(C#N)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062374,Cu.APGLBBGPUZFSRN.IVHBREJLPGXBAS.JBAWQGFXVGHYRF.MOFkey-v1.pcu
5062375,N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-].N=C(C#N)C=N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat1;5062375,Cu.APGLBBGPUZFSRN.IVHBREJLPGXBAS.JBAWQGFXVGHYRF.MOFkey-v1.pcu
5062376,N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-].N#CN=C(C(=N)C#N)C#N.[Cu][Cu].[O-]C(=O)C#CC#CC#CC(=O)[O-] MOFid-v1.pcu.cat0;5062376,Cu.AVNMLXKNDPHOQP.IVHBREJLPGXBAS.JBAWQGFXVGHYRF.MOFkey-v1.pcu
