filename	mofkey
YICGOI_clean.cif	Co.CRFFXCBSBSCEPT.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
YICQUY_clean.cif	Pb.FRPGISJYPCYAIB.MOFkey-v1.ERROR
YICREI_clean.cif	Pb.KKEYFWRCBNTPAC.MOFkey-v1.ERROR
YICTUZ_clean.cif	Np.WZWVWDUGLHBFRR.MOFkey-v1.UNKNOWN
YIDSOT_clean.cif	V.IUBKYBYILDRDFX.ZGAWLQSENWIMLV.MOFkey-v1.UNKNOWN
YIGFIF_clean.cif	NaMo.KOIADNZDNFYDSE.MBIFHZVZZZIBQO.MOFkey-v1.ERROR
YIGHIG_clean.cif	Cu.KYQCOXFCLRTKLS.MOFkey-v1.sql
YIHBIC_clean.cif	Cd.MWVTWFVJZLCBMC.MOFkey-v1.ERROR
YIJCEB_clean.cif	Ni.JEVCWSUVFOYBFI.MGFJDEHFNMWYBD.MOFkey-v1.UNKNOWN
YIJYUN_clean.cif	Zn.MGFJDEHFNMWYBD.WOSVXXBNNCUXMT.MOFkey-v1.UNKNOWN
YIKJOT_clean.cif	Ag.RDYNPUWAAJSGIP.MOFkey-v1.TIMEOUT
YIKJUZ_clean.cif	Ag.RDYNPUWAAJSGIP.MOFkey-v1.TIMEOUT
YIKLUZ_SL_part.cif	Zn.PPTVHJUEUUEITF.MOFkey-v1.dft
YILJAG_clean.cif	Zn.KKEYFWRCBNTPAC.RDAYYXDDQIJDNZ.MOFkey-v1.UNKNOWN
YILJUA_clean.cif	Cd.WVDRSXGPQWNUBN.MOFkey-v1.sql
YILKAH_clean.cif	Cd.WVDRSXGPQWNUBN.MOFkey-v1.ERROR
YINCEF_clean.cif	Mn.VWYXRUQXOGUVSG.MOFkey-v1.UNKNOWN
YINCIJ_clean.cif	Mn.VWYXRUQXOGUVSG.MOFkey-v1.UNKNOWN
YINCOP_clean.cif	Mn.VWYXRUQXOGUVSG.MOFkey-v1.UNKNOWN
YINCUV_clean.cif	Mn.VWYXRUQXOGUVSG.MOFkey-v1.UNKNOWN
YINDOQ_clean.cif	Mn.VWYXRUQXOGUVSG.MOFkey-v1.UNKNOWN
YINPEQ_clean.cif	Cd.KKEYFWRCBNTPAC.MOFkey-v1.ERROR
YINSIZ01_clean.cif	Ni.MUBZPKHOEPUJKR.SECYFZDXLHSHCD.MOFkey-v1.UNKNOWN
YINSIZ_clean.cif	Ni.MUBZPKHOEPUJKR.SECYFZDXLHSHCD.MOFkey-v1.UNKNOWN
YINSUL01_clean.cif	Ni.MUBZPKHOEPUJKR.SECYFZDXLHSHCD.MOFkey-v1.UNKNOWN
YINSUL_clean.cif	Ni.MUBZPKHOEPUJKR.SECYFZDXLHSHCD.MOFkey-v1.UNKNOWN
YINTEW_clean.cif	In.KCTBNGOMUYMOLV.MOFkey-v1.ERROR
YINXIE_clean.cif	Cu.DQOVKIJYWLAOMM.QMKYBPDZANOJGF.MOFkey-v1.ERROR
YIPDOR_clean.cif	Cu.FRXUKLVVIFSLNO.MOFkey-v1.dia
YIPFIO_clean.cif	TiCo.PVQMWZDAOPIATO.MOFkey-v1.acs
YIRHEO_clean.cif	Er.NLTNCZWPPNHPPE.MOFkey-v1.UNKNOWN
YISFEL_clean.cif	CuSr.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YITHIU01_clean.cif	
YITHIU_clean.cif	
YITHOA01_clean.cif	
YITHOA_clean.cif	
YIVNIC_clean.cif	VCu.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN
YIVTII_clean.cif	NaCo.JJQVYGXPTYIWIF.MOFkey-v1.UNKNOWN
YIVWIL_clean.cif	ZnEu.YJOIBUVJPZVTIB.MOFkey-v1.ERROR
YIVZIO_clean.cif	Pr.SVQPJYAUEQAOEU.MOFkey-v1.kgd
YIVZOU_clean.cif	Pr.SVQPJYAUEQAOEU.MOFkey-v1.flu
YIWBEN_clean.cif	Cd.MGFJDEHFNMWYBD.NEQFBGHQPUXOFH.MOFkey-v1.pcu
YIWBIR_clean.cif	Zn.MGFJDEHFNMWYBD.MOFkey-v1.ERROR
YIWLEV_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.pcu
YIWLIZ_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.pcu
YIWLOF_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.pcu
YIWLUL_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.pcu
YIWMEW_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.pcu
YIWMOG_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.pcu
YIWMUM_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.pcu
YIWNAT_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.pcu
YIWNEX_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.UNKNOWN
YIWNIB_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.nia
YIWNOH_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.nia
YIWNUN_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.nia
YIWPAV_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.nia
YIWPEZ_SL_part.cif	Cd.JEVCWSUVFOYBFI.MOFkey-v1.xat
YIWPID_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.pcu
YIWSEE_clean.cif	Cu.UOSYDSDIRAXTTF.MOFkey-v1.srs
YIWZOV_clean.cif	Zn.LGCPYQSYWVJQCJ.QSNMUDQUVYGTJL.MOFkey-v1.ths
YIXBIQ_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
YIXFIW_clean.cif	Sm.KKEYFWRCBNTPAC.MOFkey-v1.hex
YIXFOC03_clean.cif	Eu.KKEYFWRCBNTPAC.MOFkey-v1.ERROR
YIXFOC_clean.cif	Eu.KKEYFWRCBNTPAC.MOFkey-v1.ERROR
YIXYUB_clean.cif	Cd.FOMQQGKCPYKKHQ.MOFkey-v1.ERROR
YIXZAI_clean.cif	Cd.FOMQQGKCPYKKHQ.MOFkey-v1.ERROR
YIXZEM_clean.cif	Cd.FOMQQGKCPYKKHQ.MOFkey-v1.ERROR
YIYHAQ_clean.cif	Zn.DQRKTVIJNCVZAX.MOFkey-v1.UNKNOWN
YIYRAB_clean.cif	
YIZCAN_clean.cif	Co.KYQCOXFCLRTKLS.QURGMSIQFRADOZ.MOFkey-v1.ERROR
YIZCER_clean.cif	Co.MWVTWFVJZLCBMC.QURGMSIQFRADOZ.MOFkey-v1.ERROR
YIZJEY_clean.cif	Zn.IUZZYSCYZLNGRG.IWCDULQNJQWMOC.ZZPYLNDKYQMWQC.MOFkey-v1.UNKNOWN
YIZWIN_clean.cif	NiCd.JEVCWSUVFOYBFI.MOFkey-v1.pti
YOBYAR_clean.cif	NiZn.SXANZCFRYGHLMS.MOFkey-v1.rtl
YOBYEV_clean.cif	CoZn.SXANZCFRYGHLMS.MOFkey-v1.rtl
YOCCIE_clean.cif	Zn.MMHLSHSAOIJBHI.MOFkey-v1.llj
YOCDUR_clean.cif	Zn.SXANZCFRYGHLMS.MOFkey-v1.rtl
YOCGED_clean.cif	Zn.RVZARADEVAGFGS.MOFkey-v1.UNKNOWN
YOCLEJ_clean.cif	Cu.QMKYBPDZANOJGF.MOFkey-v1.tbo
YOCLIN_clean.cif	Cu.QMKYBPDZANOJGF.MOFkey-v1.tbo
YOCMAF_clean.cif	Dy.OFOBLEOULBTSOW.MOFkey-v1.ERROR
YOCNAH_clean.cif	Cu.STBOKQUWWUFPAZ.MOFkey-v1.kgm
YOCNEL_clean.cif	Cu.STBOKQUWWUFPAZ.MOFkey-v1.kgm
YOCNIP_clean.cif	Cu.STBOKQUWWUFPAZ.MOFkey-v1.kgm
YOCNOV_clean.cif	Cu.STBOKQUWWUFPAZ.MOFkey-v1.kgm
YOCSEQ_clean.cif	Gd.CYIDZMCFTVVTJO.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YODJEI_clean.cif	Zn.WNXCZXWMVDQYQH.MOFkey-v1.ERROR
YODRAM_clean.cif	Co.TWBYWOBDOCUKOW.MOFkey-v1.UNKNOWN
YODWOF_clean.cif	Zn.AJHBVLVCAKSJLK.MOFkey-v1.ERROR
YODWUL_clean.cif	Zn.PKSVVIHEWLNKEP.MOFkey-v1.ERROR
YODZIB_clean.cif	Co.QMKYBPDZANOJGF.MOFkey-v1.sql
YOFGOR_clean.cif	Mn.BDAGIHXWWSANSR.QQVIHTHCMHWDBS.MOFkey-v1.UNKNOWN
YOFLUB_clean.cif	Cu.MWVTWFVJZLCBMC.MOFkey-v1.sql
YOFMIQ_clean.cif	Cd.PEUPUKDBCPLDIH.QXAHXYFEWALTMP.MOFkey-v1.UNKNOWN
YOFXEY_clean.cif	
YOFXIC_clean.cif	
YOGHAF_clean.cif	
YOGKEM_clean.cif	Zn.AHRNWTLAHJQSLL.NIFGWZVJZPTKRA.MOFkey-v1.UNKNOWN
YOGKIQ_clean.cif	Zn.BCQOMGVENLEQNK.BMHPRUXCKROFCL.KUMFWHZIAMXIIR.NIFGWZVJZPTKRA.UYROHQKXABPBDJ.MOFkey-v1.UNKNOWN
YOGKOW_clean.cif	Zn.NIFGWZVJZPTKRA.MOFkey-v1.nbo
YOGVEX_clean.cif	Zn.HYKRXUIBPGRUFN.MOFkey-v1.pcu
YOJMAN_clean.cif	NaKCoW.LSHYAWDVBASRBW.PEUPUKDBCPLDIH.MOFkey-v1.ERROR
YOKKIU_clean.cif	Co.BJFLSHMHTPAZHO.QQVIHTHCMHWDBS.MOFkey-v1.UNKNOWN
YOLGUB_clean.cif	Cu.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.UNKNOWN
YOLKOB_clean.cif	Zn.NEQFBGHQPUXOFH.SGOAFOTVZMRHSF.MOFkey-v1.dia
YOLKUH_clean.cif	Zn.NEQFBGHQPUXOFH.SGOAFOTVZMRHSF.MOFkey-v1.dia
YOMBAE_charged.cif	CuMo.MWVTWFVJZLCBMC.YZLTZHDLQOWMQY.MOFkey-v1.ERROR
YOMBEI_clean.cif	Cd.KZTNHDZIXNMGBT.PEUPUKDBCPLDIH.MOFkey-v1.UNKNOWN
YOMHAK_clean.cif	Na.LOIUBRXCXMKWFZ.MOFkey-v1.ERROR
YOMZIL_clean.cif	Ag.BCJVBDBJSMFBRW.FAXLIYHVIVUSSL.MOFkey-v1.dia
YONNAR_clean.cif	Zn.YFRIPYPPJIRELM.MOFkey-v1.UNKNOWN
YONNUL_clean.cif	Zn.FQBOIKZICWAJBY.MWVTWFVJZLCBMC.MOFkey-v1.cdq
YOPMAS_clean.cif	Co.MWVTWFVJZLCBMC.UJMDYLWCYJJYMO.MOFkey-v1.UNKNOWN
YOPNUO_clean.cif	Cd.DQRKTVIJNCVZAX.ZPAKUZKMGJJMAA.MOFkey-v1.ERROR
YOPPAW_clean.cif	Cd.MGFJDEHFNMWYBD.ZPAKUZKMGJJMAA.MOFkey-v1.ERROR
YOPQEB_clean.cif	Co.MWVTWFVJZLCBMC.WJULYWVVWYZPTE.MOFkey-v1.UNKNOWN
YOPSUS_clean.cif	
YOQLAT_clean.cif	FeBa.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YOQYEK_clean.cif	Ca.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN
YOQYOT_clean.cif	Cd.HMPUVKXKHRDNLY.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
YORCIT_clean.cif	Zn.IWCDULQNJQWMOC.KYZHGCSTFZUHIH.MOFkey-v1.rho
YORGIX_clean.cif	Zn.IUVPKFJCXNRPIJ.MAWKLXRVKVOYLR.ZMIUNXGGQFJDNU.MOFkey-v1.ERROR
YORGOD_clean.cif	Zn.ICEVFQOZZHEGNM.IUVPKFJCXNRPIJ.MAWKLXRVKVOYLR.NETRCHPVMOESQZ.MOFkey-v1.ERROR
YORLEY_clean.cif	AgAu.CNCYLJRDALYBBD.MOFkey-v1.ERROR
YORNIE_clean.cif	Co.AAFXQFIGKBLKMC.MOFkey-v1.dmd
YORQAZ_clean.cif	Cu.HAEJSGLKJYIYTB.MWVTWFVJZLCBMC.MOFkey-v1.pcu
YORSOP_clean.cif	Mo.URSPDDXHFKLYCM.MOFkey-v1.ERROR
YORZAH_clean.cif	Sr.CHGYKYXGIWNSCD.MOFkey-v1.ERROR
YOSWUA_clean.cif	Cd.DEEASGNVNURNAL.MOFkey-v1.UNKNOWN
YOTROQ_clean.cif	FeCo.KYQCOXFCLRTKLS.MGFJDEHFNMWYBD.MOFkey-v1.ERROR
YOTRUW_clean.cif	VBa.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YOTSAD_clean.cif	VBa.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YOTXOW_clean.cif	Al.WJFLCOMBMTVNFU.MOFkey-v1.ERROR
YOVFUM_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
YOVPEG_clean.cif	Co.SKSQXMCTBMPKSN.WVDRSXGPQWNUBN.MOFkey-v1.hms
YOVXEO_clean.cif	Co.XJLGOOJVTUNPKC.MOFkey-v1.utp
YOYBUL_clean.cif	Zn.MWVTWFVJZLCBMC.MOFkey-v1.hms
YOYCEV_clean.cif	
YOYNUX_clean.cif	Ni.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYPAF_clean.cif	Ni.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYPEJ_clean.cif	Ni.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYPIN_clean.cif	Co.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYPOT_clean.cif	Co.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYPUZ_clean.cif	Co.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYQAG_clean.cif	Co.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYQEK_clean.cif	Co.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYQIO_clean.cif	Mn.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYQOU_clean.cif	Mn.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYQUA_clean.cif	Mn.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYRAH_clean.cif	Mn.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYREL_clean.cif	Mn.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYRIP_clean.cif	Mn.CZWYFEPXEXFDSF.MOFkey-v1.gfy
YOYSUB_clean.cif	Ag.HTJMXYRLEDBSLT.MOFkey-v1.lvt
YOYTOW_clean.cif	Ag.DGLYTMLIGRQDPE.OVJUISVNTQXPLS.MOFkey-v1.ERROR
YOYTOX_clean.cif	FeAg.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOYTUD_clean.cif	FeAg.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOYVAL_clean.cif	FeAg.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOYVEP01_clean.cif	FeAu.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOYVOZ01_clean.cif	FeAu.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOYVOZ_clean.cif	FeAu.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOYWEQ01_clean.cif	FeAu.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOYWEQ_clean.cif	FeAu.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOYWIU_clean.cif	Zn.JQJLFTLEJKINAN.QSORRHRIOAUAMT.MOFkey-v1.fsc
YOYYUI_clean.cif	Zn.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN
YOYZET_clean.cif	CoCu.JYGNYHHECOOTTN.KWEPEOWNPPATGV.LSPHULWDVZXLIL.YYQAXMRCEOKWBS.MOFkey-v1.UNKNOWN
YOZBAS_clean.cif	Ag.IMNIMPAHZVJRPE.MOFkey-v1.mtn
YOZBEW_clean.cif	Ag.IMNIMPAHZVJRPE.MOFkey-v1.ERROR
YOZBIZ01_clean.cif	Zn.SEELWCLOBYNKHL.WLKDOQYCRXCTPB.MOFkey-v1.ERROR
YOZBIZ_clean.cif	Zn.SEELWCLOBYNKHL.WLKDOQYCRXCTPB.MOFkey-v1.ERROR
YOZBOF01_clean.cif	Zn.SEELWCLOBYNKHL.WLKDOQYCRXCTPB.MOFkey-v1.gme
YOZBOF_SL.cif	Zn.MZDCYNYOGTWNAS.WLKDOQYCRXCTPB.MOFkey-v1.gme
YOZBUL01_clean.cif	Zn.HGAMGVPBTDCUNC.WLKDOQYCRXCTPB.MOFkey-v1.gme
YOZBUL_clean.cif	Zn.HGAMGVPBTDCUNC.WLKDOQYCRXCTPB.MOFkey-v1.gme
YOZCAS_manual.cif	Zn.JYZIHLWOWKMNNX.KLESVSGRTMEVGA.SCZLNMNFTAYOIE.WLKDOQYCRXCTPB.MOFkey-v1.gme
YOZCEW_clean.cif	Zn.WLKDOQYCRXCTPB.XWSSRODAJYOZGT.MOFkey-v1.ERROR
YOZJEE01_clean.cif	FeAg.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOZJEE_clean.cif	FeAg.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.ERROR
YOZKOP_clean.cif	Cu.DODKJYIHHZXFDP.MOFkey-v1.qtz
YOZNAE_clean.cif	Cu.QMKYBPDZANOJGF.MOFkey-v1.tbo
YOZQAG_charged.cif	Zn.VDTYKOULMJJKGX.MOFkey-v1.ERROR
YOZQEK_clean.cif	Zn.VDTYKOULMJJKGX.MOFkey-v1.ERROR
YOZROW_clean.cif	Co.NIPZZXUFJPQHNH.MOFkey-v1.UNKNOWN
YOZRUC_clean.cif	Co.BDAGIHXWWSANSR.NIPZZXUFJPQHNH.MOFkey-v1.UNKNOWN
YOZSAJ_clean.cif	Co.BDAGIHXWWSANSR.NIPZZXUFJPQHNH.MOFkey-v1.UNKNOWN
YOZYOD_clean.cif	Zn.QURGMSIQFRADOZ.MOFkey-v1.UNKNOWN
YOZYUJ_clean.cif	
YUBFOR_clean.cif	Zn.NXINUZPZKPPQJV.MOFkey-v1.nbo-a
YUBFUX_clean.cif	Zn.NXINUZPZKPPQJV.MOFkey-v1.ERROR
YUBGIN_clean.cif	U.QQVIHTHCMHWDBS.MOFkey-v1.ERROR
YUBGUZ_clean.cif	U.KBZFDRWPMZESDI.MOFkey-v1.ERROR
YUBHAG_clean.cif	U.ICEVFQOZZHEGNM.MOFkey-v1.UNKNOWN
YUBQET_clean.cif	Co.BRBCVXDKKRUDDR.NEQFBGHQPUXOFH.MOFkey-v1.pcu
YUBSUL_clean.cif	Co.MQSMIIJCRWDMDL.RBJNPBTXKDWURG.MOFkey-v1.UNKNOWN
YUBTUM_clean.cif	Fe.QTBSBXVTEAMEQO.MOFkey-v1.ERROR
YUCGEJ_clean.cif	Zn.IIEYPZOESLIZQB.MOFkey-v1.sql
YUCGOS_clean.cif	
YUCGOT_clean.cif	Zn.IIEYPZOESLIZQB.MOFkey-v1.sql
YUCNEQ_clean.cif	Co.VZCYOOQTPOCHFL.MOFkey-v1.lil
YUCZOM_clean.cif	Fe.BDAGIHXWWSANSR.MWVTWFVJZLCBMC.MOFkey-v1.cds
YUDDEH_clean.cif	Zn.DVAIBSOPLBBXMV.MOFkey-v1.sql
YUDFEK_clean.cif	Gd.NDWWJIRHANYVLU.MOFkey-v1.pcu
YUDFIO_clean.cif	Gd.NDWWJIRHANYVLU.MOFkey-v1.pcu
YUDFOU_clean.cif	Gd.NDWWJIRHANYVLU.MOFkey-v1.pcu
YUFLIW_clean.cif	Mg.VUQBDNXYMFPPFM.MOFkey-v1.dia
YUFLOC_clean.cif	Sr.OYFRNYNHAZOYNF.MOFkey-v1.pcu
YUGLES_clean.cif	Cu.YFRIPYPPJIRELM.MOFkey-v1.nbo
YUGZEG_clean.cif	Cu.PTWWNZXBMOLCCR.MOFkey-v1.tfi
YUGZIK_clean.cif	Zn.MWVTWFVJZLCBMC.OOEOZOYYDMHEMO.MOFkey-v1.ERROR
YUHHIU_clean.cif	Ca.OYFRNYNHAZOYNF.MOFkey-v1.lim
YUJCOX_clean.cif	Zn.CYIDZMCFTVVTJO.MOFkey-v1.UNKNOWN
YUJNIB_clean.cif	Sr.YQWVQLHKGNXIPA.MOFkey-v1.UNKNOWN
YUJNOH_clean.cif	Sr.YQWVQLHKGNXIPA.MOFkey-v1.fes
YUKBIP01_clean.cif	Al.ODMMBLBPWXTCIK.MOFkey-v1.UNKNOWN
YUKBIP_clean.cif	Al.ODMMBLBPWXTCIK.MOFkey-v1.UNKNOWN
YUKCAJ_clean.cif	Cu.XLLIUDMGQNPRJS.MOFkey-v1.dia
YUKJUL_clean.cif	ZnEu.GJAWHXHKYYXBSV.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YUKKAR_clean.cif	Mn.MUBZPKHOEPUJKR.WUJYDBLGMJJBKK.MOFkey-v1.ERROR
YUKKAS_clean.cif	ZnTb.GJAWHXHKYYXBSV.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YUKTUU_clean.cif	Mn.BDAGIHXWWSANSR.MOFkey-v1.pcu
YUKVAC_clean.cif	Fe.BDAGIHXWWSANSR.MOFkey-v1.pcu
YUKVEG_clean.cif	Co.BDAGIHXWWSANSR.MOFkey-v1.pcu
YUKVIK_clean.cif	Ni.BDAGIHXWWSANSR.MOFkey-v1.pcu
YUKVOQ_clean.cif	Cu.BDAGIHXWWSANSR.MOFkey-v1.ERROR
YUKVUW_clean.cif	Zn.BDAGIHXWWSANSR.MOFkey-v1.pcu
YUKWOS_clean.cif	ZnPr.GJAWHXHKYYXBSV.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YUKWUY_clean.cif	ZnNd.GJAWHXHKYYXBSV.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YUKXAF_clean.cif	ZnHo.GJAWHXHKYYXBSV.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YUKXEJ_clean.cif	ZnEr.GJAWHXHKYYXBSV.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
YULNOK_clean.cif	NaCu.RWMKJFVBYNVWSZ.MOFkey-v1.UNKNOWN
YUMFES_clean.cif	Co.COOQMBOJAAZEIR.MOFkey-v1.mog
YUMFUJ_clean.cif	La.UFNXPMQYDOJXHV.MOFkey-v1.UNKNOWN
YUMKAU_clean.cif	Cd.PEUPUKDBCPLDIH.SBBQDUFLZGOASY.MOFkey-v1.ERROR
YUMYUC_clean.cif	Cu.SARRVHWCRYGZEU.MOFkey-v1.UNKNOWN
YUNJEX_clean.cif	Cu.FGMCDLAVUAMIPS.MOFkey-v1.UNKNOWN
YUNJIB_clean.cif	Cu.FGMCDLAVUAMIPS.MOFkey-v1.UNKNOWN
YUNJOI_clean.cif	Ca.SRTQKANXPMBQCX.MOFkey-v1.UNKNOWN
YUNJUO_clean.cif	Ca.SRTQKANXPMBQCX.MOFkey-v1.UNKNOWN
YUNKAV_clean.cif	Ca.SRTQKANXPMBQCX.MOFkey-v1.UNKNOWN
YUNKIC_charged.cif	Cu.FGMCDLAVUAMIPS.MOFkey-v1.ERROR
YUNXAI_clean.cif	Yb.CEJJXIXKGPQQNG.MOFkey-v1.UNKNOWN
YUPFIA_clean.cif	Co.INDLOQBHORUGPD.NEQFBGHQPUXOFH.QCOQUSMFBASUNC.MOFkey-v1.rob
YUPSIM_clean.cif	Pr.GLQRKHAWJSHXLF.KBZFDRWPMZESDI.MOFkey-v1.ttp
YUQDUL_clean.cif	Al.PNPPEOGLIXXLAG.MOFkey-v1.UNKNOWN
YUQNAB_clean.cif	Ag.DJZFVOQKHPBWJE.MOFkey-v1.dia
YUQQEI_clean.cif	Zn.FJXHPRVSTIXUPE.WVDRSXGPQWNUBN.MOFkey-v1.pcu
YURJUR_clean.cif	Ce.VDTYKOULMJJKGX.MOFkey-v1.ERROR
YURKAY_clean.cif	Dy.VDTYKOULMJJKGX.MOFkey-v1.pcu
YURKEC_clean.cif	La.VDTYKOULMJJKGX.MOFkey-v1.UNKNOWN
YURKIG_clean.cif	Pr.VDTYKOULMJJKGX.MOFkey-v1.sxb
YUSGID_clean.cif	Zn.QRZWEROLVZUPJH.UQJYSRJEECRBBA.MOFkey-v1.UNKNOWN
YUSGOJ_SL.cif	Zn.NMHFIOKTHOSPBZ.UQJYSRJEECRBBA.MOFkey-v1.ERROR
YUSWEP_manual.cif	Cu.RVQDEIRSAOZKRY.MOFkey-v1.UNKNOWN
YUSWEQ_clean.cif	Dy.CHTHALBTIRVDBM.MOFkey-v1.UNKNOWN
YUSWIU_clean.cif	Dy.CHTHALBTIRVDBM.MOFkey-v1.UNKNOWN
YUTGEZ_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
YUVGOL_SL.cif	Zn.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.MOFkey-v1.tfg
YUVSUE_clean.cif	Co.GTBORZCYFKUESX.XLTORTMOVVGLEX.MOFkey-v1.lvt
YUWDIF_clean.cif	Cu.FOMQQGKCPYKKHQ.MOFkey-v1.dia
YUWHOO_SL.cif	Ga.AODALHUPEBREOC.MOFkey-v1.ERROR
YUWKEH_clean.cif	Nd.SLWIPPZWFZGHEU.MOFkey-v1.UNKNOWN
YUWKIL_clean.cif	Sm.SLWIPPZWFZGHEU.MOFkey-v1.UNKNOWN
YUXLEJ_clean.cif	AlAg.VXDXDDALOAVTMZ.MOFkey-v1.UNKNOWN
YUXLIN_clean.cif	GaAg.VXDXDDALOAVTMZ.MOFkey-v1.UNKNOWN
YUXMUZ_clean.cif	Ag.ZOSAYFDMPYAZTB.MOFkey-v1.utp
YUXQIS_clean.cif	Cd.GPNNOCMCNFXRAO.MWVTWFVJZLCBMC.MOFkey-v1.ERROR
YUXQOY_clean.cif	Cd.GPNNOCMCNFXRAO.MWVTWFVJZLCBMC.MOFkey-v1.ERROR
YUXXOG_clean.cif	Cd.UYHHYFDKCLECEJ.YCGAZNXXGKTASZ.MOFkey-v1.pcu
YUYBIF_clean.cif	Cd.UYHHYFDKCLECEJ.YCGAZNXXGKTASZ.MOFkey-v1.bcu
YUYGOQ_clean.cif	Cd.VEBUOOBGPZWCFE.MOFkey-v1.UNKNOWN
YUYLIP_clean.cif	Cd.VEBUOOBGPZWCFE.MOFkey-v1.UNKNOWN
YUYLOV_clean.cif	Cd.VEBUOOBGPZWCFE.MOFkey-v1.sql
YUZBIG_clean.cif	Zn.YOAAJTKPCVZORG.MOFkey-v1.eta
YUZBOM_clean.cif	Zn.YOAAJTKPCVZORG.MOFkey-v1.eta
YUZBUS_clean.cif	Zn.YOAAJTKPCVZORG.MOFkey-v1.eta
YUZCAZ_clean.cif	Zn.YOAAJTKPCVZORG.MOFkey-v1.eta
YUZCED_clean.cif	Zn.YOAAJTKPCVZORG.MOFkey-v1.eta
YUZJOU_clean.cif	Cu.MWVTWFVJZLCBMC.MOFkey-v1.pts
