filename	mofkey
GISWEM_clean.cif	Ni.MIFVIKFUGIBACJ.VJMFFUYADOLVPM.MOFkey-v1.UNKNOWN
GISZUD_clean.cif	Cd.LBVWYGNGGJURHQ.MOFkey-v1.dia
GISZUF_clean.cif	Cd.AECYBGVNRKERAQ.DRQBAJRMFBIZMF.MOFkey-v1.UNKNOWN
GITPEG_clean.cif	Cd.FMOHFAWOGGKCKM.GFLQNVDLXYTYMN.OTJFBDZIGAPJLS.YTRNOZHFOBGJLX.MOFkey-v1.UNKNOWN
GITPIK_clean.cif	Zn.OTJFBDZIGAPJLS.PFCCQLYDSAYHLS.MOFkey-v1.ant
GITSUY01_clean.cif	Zn.AODALHUPEBREOC.DFFAKBVEQKDFIK.GKODHFXBFDEVSE.JKGXNMUQKVHRSA.MOFkey-v1.ERROR
GITSUY_clean.cif	Zn.AODALHUPEBREOC.GNTWPDDEKFPPJG.JKGXNMUQKVHRSA.OVHJRLJLFHTWIF.YFFQUDCLMWOYCW.MOFkey-v1.mer
GITTIN_clean.cif	Co.WLKDOQYCRXCTPB.MOFkey-v1.sod
GITTOT01_manual.cif	Co.JMJQAZKPCYETFU.YFFQUDCLMWOYCW.MOFkey-v1.sod
GITTOT02_clean.cif	Co.DFFAKBVEQKDFIK.MOFkey-v1.sod
GITTOT_manual.cif	Co.YFFQUDCLMWOYCW.MOFkey-v1.sod
GITTUZ_clean.cif	Zn.JYZIHLWOWKMNNX.WLKDOQYCRXCTPB.MOFkey-v1.gme
GITVAH01_clean.cif	Zn.JYZIHLWOWKMNNX.PAHNHHRZUPKTHU.WLKDOQYCRXCTPB.MOFkey-v1.ERROR
GITVAH_clean.cif	Zn.JRIUVUSXNKDTCX.JYZIHLWOWKMNNX.VWHLZMFSGNHDTK.WLKDOQYCRXCTPB.MOFkey-v1.gme
GITVEL01_clean.cif	Zn.AODALHUPEBREOC.WLKDOQYCRXCTPB.MOFkey-v1.gme
GITVEL_clean.cif	Zn.AODALHUPEBREOC.WLKDOQYCRXCTPB.MOFkey-v1.gme
GITVIP01_clean.cif	Zn.HGAMGVPBTDCUNC.MOFkey-v1.rho
GITVIP_clean.cif	Zn.HGAMGVPBTDCUNC.MOFkey-v1.rho
GITWEM01_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
GITWIQ_clean.cif	Zn.WLKDOQYCRXCTPB.MOFkey-v1.frl
GITZAM_clean.cif	Cd.NPHGFBYVFPAJED.PXGZQGDTEZPERC.MOFkey-v1.pts
GIVDUL_clean.cif	Cu.WBLZJYRFUWXAAL.MOFkey-v1.ERROR
GIVHIC_clean.cif	Ni.DYNCXVICRZNQEZ.MOFkey-v1.pcu
GIVNIK_clean.cif	
GIVNOQ_clean.cif	
GIWBEU_charged.cif	GaAg.QBZOFHXSJWHZPL.MOFkey-v1.ths
GIWBIY_charged.cif	AgIn.QBZOFHXSJWHZPL.MOFkey-v1.ERROR
GIWBOE_charged.cif	GaAg.QBZOFHXSJWHZPL.MOFkey-v1.ERROR
GIWCAR_ion_b.cif	GaAg.QBZOFHXSJWHZPL.MOFkey-v1.ERROR
GIWCIZ_ion_b.cif	GaAg.QBZOFHXSJWHZPL.MOFkey-v1.ths
GIWCOF_ion_b.cif	AgIn.QBZOFHXSJWHZPL.MOFkey-v1.ths
GIWMOP_clean.cif	Cd.HHUIQBIDAFTVKU.NYAZXHASVIWIRJ.MOFkey-v1.ERROR
GIWMUV_clean.cif	Cd.FZGZUJMZOPIWFQ.NYAZXHASVIWIRJ.MOFkey-v1.ERROR
GIWNUV_clean.cif	Cu.BSACTHHIMKWVLX.MOFkey-v1.ERROR
GIXGOK_clean.cif	Cd.ZFCHNZDUMIOWFV.MOFkey-v1.ERROR
GIXJEE_clean.cif	Co.WEOJTFGGRGRFGM.MOFkey-v1.pcu-h
GIXMUX_clean.cif	Cu.BJEPYKJPYRNKOW.MGFJDEHFNMWYBD.MOFkey-v1.ERROR
GIXNAE_clean.cif	Ni.BJEPYKJPYRNKOW.MWVTWFVJZLCBMC.MOFkey-v1.ERROR
GIYJAB_clean.cif	Co.FKRWEUURBIKKBQ.NEQFBGHQPUXOFH.MOFkey-v1.pcu
GIYSAJ02_clean.cif	La.PHQYMDAUTAXXFZ.MOFkey-v1.UNKNOWN
GIYSAJ_clean.cif	La.PHQYMDAUTAXXFZ.MOFkey-v1.UNKNOWN
GIYSEN_clean.cif	CuMo.IJGRMHOSHXDMSA.LBVWYGNGGJURHQ.OGNCVVRIKNGJHQ.MOFkey-v1.ERROR
GIYSIR_clean.cif	CuMo.IJGRMHOSHXDMSA.LBVWYGNGGJURHQ.OGNCVVRIKNGJHQ.MOFkey-v1.ERROR
GIYSOX_clean.cif	CuMo.IJGRMHOSHXDMSA.LBVWYGNGGJURHQ.OGNCVVRIKNGJHQ.MOFkey-v1.ERROR
GIYSUD_clean.cif	Cd.FTHDNRBKSLBLDA.MWVTWFVJZLCBMC.MOFkey-v1.ERROR
GIYTAK_clean.cif	Cd.FTHDNRBKSLBLDA.MGFJDEHFNMWYBD.MOFkey-v1.ERROR
GIYTEO_clean.cif	Zn.FTHDNRBKSLBLDA.NNEZBGQZTMYPLW.MOFkey-v1.tfz-d
GIYTIS_SL.cif	Zn.FTHDNRBKSLBLDA.MGFJDEHFNMWYBD.MOFkey-v1.sql
GIZJOP_clean.cif	Zn.AODALHUPEBREOC.MOFkey-v1.cag
GIZVER_clean.cif	Co.RAESDWWKTFZWJA.MOFkey-v1.sql
GIZXET_clean.cif	Zn.FDFGHPKPHFUHBP.MOFkey-v1.dia
GOBCUX_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
GOBGAG_clean.cif	Cd.ZFCHNZDUMIOWFV.MOFkey-v1.ERROR
GOBSUM_clean.cif	Co.IMNIMPAHZVJRPE.KKEYFWRCBNTPAC.MOFkey-v1.hex
GOBTAT_clean.cif	Co.RXOHFPCZGPKIRD.MOFkey-v1.pcu
GOBXAY_clean.cif	Ce.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
GOFDAH_clean.cif	Li.RYHBNJHYFVUHQT.XFNIRJTYQAXRPF.MOFkey-v1.UNKNOWN
GOGSIF_clean.cif	Co.KYQCOXFCLRTKLS.MOFkey-v1.unc
GOGWAB_clean.cif	Zn.WGWQOXRBQRZEQY.MOFkey-v1.dia
GOGWEF_clean.cif	Mn.WGWQOXRBQRZEQY.MOFkey-v1.dia
GOJDOZ_clean.cif	U.CURBACXRQKTCKZ.MOFkey-v1.UNKNOWN
GOJFAN_charged.cif	U.CURBACXRQKTCKZ.MOFkey-v1.tfg
GOJRED_manual.cif	K.WMDWJNFXKNVEPC.MOFkey-v1.srs
GOKBUE_clean.cif	Cu.KDYFGRWQOYBRFD.MOFkey-v1.ERROR
GOLQII_clean.cif	AgNd.MUBZPKHOEPUJKR.PVNIIMVLHYAWGP.MOFkey-v1.ERROR
GOLYOX_clean.cif	Ni.MITJHBIQOQNQBQ.SQJQLYOMPSJVQS.MOFkey-v1.UNKNOWN
GOLYUD_clean.cif	Co.MITJHBIQOQNQBQ.SQJQLYOMPSJVQS.MOFkey-v1.UNKNOWN
GOMFOF_clean.cif	K.PYMIQDDKOIQIES.MOFkey-v1.UNKNOWN
GOMFUL_clean.cif	K.XHDZFZUJYWKRRO.MOFkey-v1.UNKNOWN
GOMGOG_clean.cif	Co.JGFIUFCBEWNBDN.MITJHBIQOQNQBQ.MOFkey-v1.UNKNOWN
GONMON_clean.cif	Cu.MRDGEQYLCHWRCF.MOFkey-v1.gis
GONMUT_clean.cif	Cd.RHDKLCGBJHFGKK.MOFkey-v1.gis
GONNAA_clean.cif	Zn.RHDKLCGBJHFGKK.MOFkey-v1.UNKNOWN
GONSUZ_clean.cif	Ca.WFNRNCNCXRGUKN.MOFkey-v1.UNKNOWN
GONTAG_clean.cif	Ca.WFNRNCNCXRGUKN.MOFkey-v1.dmd
GOPLUS_clean.cif	Pr.QLENXENCGIHQFS.SSODQXRGMVULMF.MOFkey-v1.sql
GOPTIQ_clean.cif	Ni.CDGQXPOPWTZPOA.MOFkey-v1.dia
GOQSIQ_clean.cif	Zn.AODALHUPEBREOC.MOFkey-v1.UNKNOWN
GOQTIR_clean.cif	Cd.AMSDUJSGRUNTLC.MOFkey-v1.UNKNOWN
GOQWOY_clean.cif	
GOQXAN_clean.cif	Cd.GSJGKMBGGCCTEV.MOFkey-v1.UNKNOWN
GORJEE_clean.cif	Zn.PEUPUKDBCPLDIH.MOFkey-v1.fes
GORJII_clean.cif	Zn.PEUPUKDBCPLDIH.MOFkey-v1.UNKNOWN
GORWUF_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
GOSBIB_clean.cif	Cu.BNQVQMQDOBWJGN.MOFkey-v1.ERROR
GOSBOH_clean.cif	Cu.MNDPUKAFTWJHGX.MOFkey-v1.nbo
GOSDEZ_clean.cif	Cd.SRTQKANXPMBQCX.MOFkey-v1.bpq
GOSDID_clean.cif	Zn.KKEYFWRCBNTPAC.SRTQKANXPMBQCX.MOFkey-v1.ERROR
GOSDOJ_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
GOSDUP_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
GOSFAX_clean.cif	Co.SRTQKANXPMBQCX.MOFkey-v1.sql
GOSKEG_clean.cif	Zn.DXNBXIFFCPRQAI.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN
GOTDIE_clean.cif	
GOTNEK_clean.cif	Dy.WLJNZVDCPSBLRP.MOFkey-v1.rob
GOVHOQ_clean.cif	Zn.LSHYAWDVBASRBW.YZLTZHDLQOWMQY.MOFkey-v1.UNKNOWN
GOVSER_clean.cif	Zn.IIIWRSPHUBZZOB.MOFkey-v1.UNKNOWN
GOVWOF_clean.cif	Mn.PUJACRNNURLNNA.MOFkey-v1.csq
GOVXIA_clean.cif	Co.AFYCBVFZHSIICL.WVDRSXGPQWNUBN.MOFkey-v1.pcu
GOWHOR_clean.cif	Mg.NXUMLHLRQLEKIE.MOFkey-v1.bex
GOWVOF_clean.cif	Cd.VWSRHOIRMGHAPR.WFNRNCNCXRGUKN.MOFkey-v1.hcb
GOXGAD_clean.cif	Cd.OGUIFUSXHAAKGR.MOFkey-v1.ERROR
GOXMEN_clean.cif	Co.XMNRXDKOUOOFIB.MOFkey-v1.UNKNOWN
GOYPAN_clean.cif	Co.BDAGIHXWWSANSR.MOFkey-v1.pcu
GOYPER_clean.cif	Fe.BDAGIHXWWSANSR.MOFkey-v1.pcu
GOYXAV_clean.cif	AgSm.MUBZPKHOEPUJKR.PVNIIMVLHYAWGP.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
GOYXEZ_clean.cif	AgEu.MUBZPKHOEPUJKR.PVNIIMVLHYAWGP.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
GOYXID_clean.cif	AgGd.MUBZPKHOEPUJKR.PVNIIMVLHYAWGP.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
GOYXOJ_clean.cif	AgTb.MUBZPKHOEPUJKR.PVNIIMVLHYAWGP.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
GOYXUP_clean.cif	AgDy.MUBZPKHOEPUJKR.PVNIIMVLHYAWGP.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
GOYYAW_clean.cif	AgHo.MUBZPKHOEPUJKR.PVNIIMVLHYAWGP.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
GOYYEA_clean.cif	YAg.MUBZPKHOEPUJKR.PVNIIMVLHYAWGP.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
GOYYIE_clean.cif	AgYb.MUBZPKHOEPUJKR.PVNIIMVLHYAWGP.TWBYWOBDOCUKOW.MOFkey-v1.ERROR
GOZNAM_clean.cif	Mn.MGFJDEHFNMWYBD.MOFkey-v1.ERROR
GOZNEQ_clean.cif	MnW.JEVCWSUVFOYBFI.XUPMSLUFFIXCDA.MOFkey-v1.ERROR
GUBBAG_clean.cif	Cd.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.UNKNOWN
GUBKUL_clean.cif	Ba.YDSWCNNOKPMOTP.MOFkey-v1.UNKNOWN
GUBSED_clean.cif	Cd.GJAWHXHKYYXBSV.MWVTWFVJZLCBMC.MOFkey-v1.ERROR
GUBVUU_clean.cif	Co.MWVTWFVJZLCBMC.MOFkey-v1.ths
GUBZAF_clean.cif	Cu.SDAUVSLAZIXWAU.MOFkey-v1.dia
GUCHUJ_clean.cif	Cu.CYIDZMCFTVVTJO.MOFkey-v1.UNKNOWN
GUCJAQ_clean.cif	Zn.CYIDZMCFTVVTJO.LSHYAWDVBASRBW.MOFkey-v1.dmd
GUDJOG_clean.cif	Sm.MLNTZCMACIJPLX.MOFkey-v1.umc
GUFBOA_clean.cif	Cd.DQRKTVIJNCVZAX.PXESQPJXDHUUPZ.MOFkey-v1.tfz-d
GUFBUG_clean.cif	Ba.PXESQPJXDHUUPZ.MOFkey-v1.scu
GUFQIJ_clean.cif	Co.GMOLNKRZAXUOCK.LWEXBNMENVLPQE.MOFkey-v1.UNKNOWN
GUFREF_clean.cif	Cd.GDYYIJNDPMFMTB.OGNCVVRIKNGJHQ.MOFkey-v1.ERROR
GUFXEM_clean.cif	Zn.QURGMSIQFRADOZ.MOFkey-v1.UNKNOWN
GUGNON_clean.cif	Zn.SATWKVZGMWCXOJ.MOFkey-v1.ths
GUHGOH_clean.cif	CoBa.IOXDSHYZVUJXGA.MOFkey-v1.UNKNOWN
GUHMIH_clean.cif	Cu.RHJVAHPSSQKDOI.MOFkey-v1.ERROR
GUHNUU_clean.cif	La.MLNTZCMACIJPLX.MOFkey-v1.umc
GUHPAC_clean.cif	Sm.MLNTZCMACIJPLX.MOFkey-v1.umc
GUHPEG_clean.cif	Sm.MLNTZCMACIJPLX.MOFkey-v1.umc
GUJGAU_clean.cif	La.DFAVJJHFIFZRTE.OAFHXGCJWFWFQS.XNGIFLGASWRNHJ.MOFkey-v1.UNKNOWN
GUJGEY_clean.cif	Nd.DFAVJJHFIFZRTE.OAFHXGCJWFWFQS.XNGIFLGASWRNHJ.MOFkey-v1.UNKNOWN
GUJREK01_clean.cif	Cu.MILUJUNBONEIFX.MOFkey-v1.UNKNOWN
GUJREK_clean.cif	Cu.MILUJUNBONEIFX.MOFkey-v1.UNKNOWN
GUJTOV_clean.cif	CuMo.CLAOXGJAXHTMPM.MOFkey-v1.UNKNOWN
GUJVIR_clean.cif	Cd.DRQBAJRMFBIZMF.KDQLKUSBZUHGBS.MOFkey-v1.UNKNOWN
GUJVOX_clean.cif	Mn.DRQBAJRMFBIZMF.KDQLKUSBZUHGBS.MOFkey-v1.UNKNOWN
GUKCIA_clean.cif	Cu.MEALTJZYUIWVOR.MOFkey-v1.kgm
GUKFEY_clean.cif	Cd.XGJOFCCBFCHEHK.MOFkey-v1.UNKNOWN
GUKNIK_clean.cif	Ce.DRQBAJRMFBIZMF.DXGSLYLBVVBMQM.MOFkey-v1.bex
GUKXIU_clean.cif	Ag.MPFLRYZEEAQMLQ.MOFkey-v1.ERROR
GUKYUI_clean.cif	Ca.BNFIYMRBHMGIQQ.MOFkey-v1.ERROR
GUKZAO_clean.cif	Eu.YYGZWQNDFRCZIF.MOFkey-v1.pcu
GULBAR_clean.cif	Zn.IJLBGFSXLDTFFL.TWBYWOBDOCUKOW.MOFkey-v1.dia
GULGEZ_clean.cif	CuGd.ZTHLUVQBHYVWEZ.MOFkey-v1.UNKNOWN
GULPIN_clean.cif	Zn.APXJLYIVOFARRM.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN
GULVUF_clean.cif	Yb.GAQXUMBSTWVNCF.MOFkey-v1.UNKNOWN
GULWAM_clean.cif	Yb.GAQXUMBSTWVNCF.MNSUCCOSIQCXPI.MOFkey-v1.UNKNOWN
GULWEQ_clean.cif	Cd.QRUQDHYNSZYLCR.MOFkey-v1.UNKNOWN
GULWIU_clean.cif	Cd.QRUQDHYNSZYLCR.MOFkey-v1.ERROR
GULWOA_clean.cif	Cd.QRUQDHYNSZYLCR.MOFkey-v1.ERROR
GUMBIA_clean.cif	Cu.TXXHDPDFNKHHGW.MOFkey-v1.dia
GUMDEZ_clean.cif	Zn.HHVIBTZHLRERCL.LZSGQWSNXVWHRA.MOFkey-v1.dia
GUNFAW01_neutral.cif	CrMn.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
GUNZIA_clean.cif	Cd.LNKUFABIKQZNAP.NEQFBGHQPUXOFH.MOFkey-v1.UNKNOWN
GUPBEZ01_clean.cif	Cu.IMNIMPAHZVJRPE.MOFkey-v1.crb
GUPBEZ02_clean.cif	Cu.IMNIMPAHZVJRPE.TVRJOYJWKHLCBI.MOFkey-v1.mtn
GUPBEZ_clean.cif	Cu.IMNIMPAHZVJRPE.MOFkey-v1.crb
GUPBIE_clean.cif	Zn.NDICUZYGAHJMGM.POSMIIJADZKUPL.SSODQXRGMVULMF.SVCCEPRBVSCPQE.WPTXMAMPLRSQMD.MOFkey-v1.sql
GUPBOJ01_clean.cif	Cd.YFFQUDCLMWOYCW.MOFkey-v1.ict
GUPBOJ03_clean.cif	Cd.DFFAKBVEQKDFIK.RQUXLXFDLISSAD.MOFkey-v1.rho
GUPBOJ_clean.cif	Cd.PPBIUZCILPIDDY.YFFQUDCLMWOYCW.MOFkey-v1.tfa
GUPBUP_SL.cif	Cd.YFFQUDCLMWOYCW.MOFkey-v1.sod
GUPCAW_clean.cif	Cd.DFFAKBVEQKDFIK.PPBIUZCILPIDDY.YFFQUDCLMWOYCW.MOFkey-v1.mer
GUPCEA_clean.cif	Cd.AYANJLLJEOYUSK.DFFAKBVEQKDFIK.MOFkey-v1.rho
GUPCOK_clean.cif	Cd.NPUQCECELINJML.MOFkey-v1.ana
GUPCUQ01_clean.cif	Cd.WLKDOQYCRXCTPB.MOFkey-v1.sod
GUPDEB_clean.cif	Cd.WLKDOQYCRXCTPB.MOFkey-v1.rho
GUPDIF_clean.cif	Cd.KYZHGCSTFZUHIH.MOFkey-v1.ana
GUPFAZ_clean.cif	Zn.KYZHGCSTFZUHIH.MOFkey-v1.ana
GUPJEG01_clean.cif	Mn.FXPLCAKVOYHAJA.MOFkey-v1.UNKNOWN
GUPJEG_clean.cif	Mn.FXPLCAKVOYHAJA.MOFkey-v1.UNKNOWN
GUPREQ_clean.cif	Cu.NBDAHKQJXVLAID.UPIAQGBTJDHTAT.MOFkey-v1.ERROR
GUPRIU_clean.cif	Co.DJDHHXDFKSLEQY.MOFkey-v1.ERROR
GUQTOB_clean.cif	Zn.LSHYAWDVBASRBW.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
GUQWOG_clean.cif	Cd.MGFJDEHFNMWYBD.WUNOOPQHQITNBR.MOFkey-v1.ERROR
GURPIT_clean.cif	CrMn.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
GURPOZ_clean.cif	CrMn.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
GURPUF_clean.cif	CrMn.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
GURTIX_charged.cif	In.ARCGXLSVLAOJQL.KKEYFWRCBNTPAC.MOFkey-v1.ERROR
GURZID01_clean.cif	CuCd.OFOBLEOULBTSOW.MOFkey-v1.UNKNOWN
GURZID_clean.cif	CuCd.OFOBLEOULBTSOW.MOFkey-v1.UNKNOWN
GUSCIH_clean.cif	NiGd.GJAWHXHKYYXBSV.MUBZPKHOEPUJKR.MOFkey-v1.ERROR
GUSJOU_clean.cif	Mn.XTFQWSXGLOTEJZ.MOFkey-v1.UNKNOWN
GUSLUC_clean.cif	Nd.JDANQRDCDGKQPE.MOFkey-v1.ctn
GUSMAJ_clean.cif	Eu.JDANQRDCDGKQPE.MOFkey-v1.ctn
GUSNEN01_SL.cif	Cr.KKEYFWRCBNTPAC.MOFkey-v1.rna
GUSNEN_SL.cif	Cr.KKEYFWRCBNTPAC.MOFkey-v1.rna
GUSPUG_clean.cif	Cu.IMNIMPAHZVJRPE.MOFkey-v1.UNKNOWN
GUTYIE_clean.cif	Zn.CYIDZMCFTVVTJO.MOFkey-v1.pts
GUVBOQ_clean.cif	Zn.FIFSACFLIVSVEA.MOFkey-v1.UNKNOWN
GUVCOP_clean.cif	CuPt.PVNIIMVLHYAWGP.MOFkey-v1.ERROR
GUVKUE_clean.cif	Zn.CBMYFVSIIYILRH.MOFkey-v1.srs
GUVLAL_clean.cif	Zn.CBMYFVSIIYILRH.MOFkey-v1.srs
GUVYIH_clean.cif	NA.MISSING_LINKERS.MOFkey-v1
GUVZII_clean.cif	Fe.YXUXCIBWQAOXRL.MOFkey-v1.UNKNOWN
GUWDUY_clean.cif	La.MWVTWFVJZLCBMC.MOFkey-v1.hcb
GUXJUF_clean.cif	Cu.RXQGENBCVRJGFU.ZUCRGHABDDWQPY.MOFkey-v1.ERROR
GUXLIU_clean.cif	Al.XMEMBTRAHXDWCO.MOFkey-v1.fsc
GUXPOF_clean.cif	Co.BJLUCDZIWWSFIB.XGJOFCCBFCHEHK.MOFkey-v1.sql
GUXPUL_clean.cif	Zn.OFOBLEOULBTSOW.RFHAOTPXVQNOHP.MOFkey-v1.ERROR
GUXQAR_clean.cif	V.CYIDZMCFTVVTJO.MOFkey-v1.UNKNOWN
GUXQAS_clean.cif	Cu.OFOBLEOULBTSOW.RFHAOTPXVQNOHP.MOFkey-v1.ERROR
GUXQUM_clean.cif	Zn.KKEYFWRCBNTPAC.QZRRYIUPHQRTJO.SATWKVZGMWCXOJ.MOFkey-v1.MISMATCH
GUXRAT_clean.cif	Zn.KKEYFWRCBNTPAC.SATWKVZGMWCXOJ.MOFkey-v1.gra
GUXSEY_clean.cif	Eu.LVPMIMZXDYBCDF.MOFkey-v1.ERROR
GUXSIC_clean.cif	Er.LVPMIMZXDYBCDF.MOFkey-v1.ERROR
GUXZIJ_clean.cif	U.DPOHCHFEOIZGRQ.MOFkey-v1.UNKNOWN
GUXZUV_clean.cif	U.HECQHCRJHOCNAS.MOFkey-v1.UNKNOWN
GUYBAE_clean.cif	U.DPOHCHFEOIZGRQ.MOFkey-v1.fsy
GUYLOC_clean.cif	Zn.DDFHBQSCUXNBSA.MWVTWFVJZLCBMC.MOFkey-v1.pcu
GUYLUI01_clean.cif	Zn.DDFHBQSCUXNBSA.MWVTWFVJZLCBMC.MOFkey-v1.pcu
GUYLUI_clean.cif	Zn.DDFHBQSCUXNBSA.MWVTWFVJZLCBMC.MOFkey-v1.pcu
GUYMAP_clean.cif	Zn.DDFHBQSCUXNBSA.MWVTWFVJZLCBMC.MOFkey-v1.pcu
GUZVOO_clean.cif	Co.FQCPVJHHJLJHHC.WHNADCYSPDGLGR.MOFkey-v1.UNKNOWN
HABCEV_clean.cif	NaGd.ITVFZPAJODSVMF.MOFkey-v1.UNKNOWN
HABCIZ_clean.cif	NaSm.QENFRQJSNICITF.MOFkey-v1.UNKNOWN
HABCOF_clean.cif	NaDy.QENFRQJSNICITF.MOFkey-v1.UNKNOWN
HABDAS_clean.cif	NaEu.QENFRQJSNICITF.MOFkey-v1.UNKNOWN
HABQUY_clean.cif	Cu.CPTUKNBVOPDKEL.MOFkey-v1.ERROR
HABRAF_manual.cif	Cu.MGBWLZYGYVLPHG.MOFkey-v1.ERROR
HABREJ_clean.cif	Zn.AODALHUPEBREOC.AWZHSIJOWFAISU.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
HABRIN_clean.cif	Zn.AWZHSIJOWFAISU.KKEYFWRCBNTPAC.MOFkey-v1.UNKNOWN
HABRUZ_clean.cif	
HABZEQ_clean.cif	Co.ARCGXLSVLAOJQL.MOFkey-v1.UNKNOWN
HACDOH_clean.cif	Co.DEEASGNVNURNAL.MOFkey-v1.kgm
HACDUN_clean.cif	Zn.DEEASGNVNURNAL.MOFkey-v1.kgm
HACNIL_clean.cif	Zn.DXNBXIFFCPRQAI.XMIFYVJZYNTBTI.MOFkey-v1.mot-e
HACRAH_clean.cif	Co.DPFFDRKRWZZVKO.MOFkey-v1.kgm
HACREL_clean.cif	Zn.DEEASGNVNURNAL.MOFkey-v1.kgm
HADDOI_clean.cif	Zn.CYTYYSXXRQCAGV.PHQYMDAUTAXXFZ.MOFkey-v1.sql
HADLIK_clean.cif	Co.MTDUXTVUHDUTTH.PTPJGVUAGVXIAS.MOFkey-v1.UNKNOWN
HADLOQ01_clean.cif	Co.CHNJOLOTLCRFFZ.MOFkey-v1.dmd
HADLOQ_clean.cif	Co.CHNJOLOTLCRFFZ.MOFkey-v1.dmd
HADLUW_clean.cif	Co.MTDUXTVUHDUTTH.ONOWWMLXEFTYTL.MOFkey-v1.UNKNOWN
HADMAD01_clean.cif	Co.LMJVVWFWWHTMHF.MOFkey-v1.dmd
HADMIL_clean.cif	Co.GXHTTWXVBCQNJZ.MOFkey-v1.dmd
HADPOU_clean.cif	FePt.FXQMGPWUMNMGHH.JEVCWSUVFOYBFI.MOFkey-v1.fsc
HADQUA_clean.cif	Zn.JUHAMMZEERXPLP.MOFkey-v1.ctn
HADXIW_clean.cif	CoU.YDSWCNNOKPMOTP.MOFkey-v1.UNKNOWN
HADXOC_clean.cif	CoU.YDSWCNNOKPMOTP.MOFkey-v1.UNKNOWN
HADYAP_clean.cif	CoU.YDSWCNNOKPMOTP.MOFkey-v1.ERROR
HAFDUQ_clean.cif	Cu.HWUYIZAOMAKJRW.MOFkey-v1.kgm
HAFFAY_clean.cif	Cu.HWUYIZAOMAKJRW.MOFkey-v1.kgm
HAFFEC_clean.cif	Cu.HWUYIZAOMAKJRW.MOFkey-v1.kgm
HAFGON_clean.cif	Cu.CFAAZGGUYKSDOP.MOFkey-v1.kgm
HAFGUT_clean.cif	Cu.VAQWNWXRROXDQF.MOFkey-v1.eea
HAFSOZ_clean.cif	Zn.JFVCWUNKFAQFTN.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN
HAFTOZ_clean.cif	Ni.IJBLBHBMWWKFEU.MOFkey-v1.fcu
HAFVOB_clean.cif	Ca.UDCBIOUMTDEDCU.MOFkey-v1.UNKNOWN
HAFVUH_SL.cif	Mg.QURGMSIQFRADOZ.MOFkey-v1.UNKNOWN
HAFWAO_charged.cif	Zn.QURGMSIQFRADOZ.MOFkey-v1.pts
HAFWIW_clean.cif	Cu.XEKAMIXFDNFLFA.MOFkey-v1.dia-f
HAFWUI01_charged.cif	NaCo.MAQQETDJGIXPQI.MOFkey-v1.bey
HAFWUI_charged.cif	NaCo.MAQQETDJGIXPQI.MOFkey-v1.bey
HAGTIV_clean.cif	Co.ZQCBTSIMSJWDNY.MOFkey-v1.ERROR
HAHCUR_clean.cif	Ni.MUBZPKHOEPUJKR.SECYFZDXLHSHCD.MOFkey-v1.UNKNOWN
HAHPIQ_charged.cif	Ag.XBEMKYZAJXHMIP.MOFkey-v1.ERROR
HAHPOW_clean.cif	Ag.XBEMKYZAJXHMIP.MOFkey-v1.ERROR
HAJDII_clean.cif	Tb.WVDRSXGPQWNUBN.MOFkey-v1.qtz
HAJJAE_clean.cif	Cu.KYQCOXFCLRTKLS.ZUCRGHABDDWQPY.MOFkey-v1.ERROR
HAJKIO_clean.cif	Cd.QMKZZQPPJRWDED.MOFkey-v1.dia
HAJKOU_clean.cif	Co.QMKZZQPPJRWDED.MOFkey-v1.dia
HAJLEK_clean.cif	Fe.FKRWEUURBIKKBQ.MOFkey-v1.nbo
HAJLIO_clean.cif	Fe.FKRWEUURBIKKBQ.MOFkey-v1.nbo
HAJLOU_clean.cif	Fe.FKRWEUURBIKKBQ.MOFkey-v1.nbo
HAJLUA_clean.cif	Fe.FKRWEUURBIKKBQ.MOFkey-v1.nbo
HAJMAH_clean.cif	Fe.FKRWEUURBIKKBQ.MOFkey-v1.nbo
